symbol,ID001,ID002,ID003,ID004,ID005,ID006,ID007,ID008,ID009
NANOS2,6.063691686,5.831098211,6.117321889,6.025456105,6.037600875,6.19192221,6.250714477,6.197287614,6.178969509
LOC101928760,6.358201854,6.395080048,6.398415847,6.618074742,6.127536786,6.256818608,6.139780582,6.332994755,6.306901711
IPO11,6.607490488,6.537476077,6.126394248,6.716108968,6.692158261,6.195266948,6.292242961,6.151126328,6.209297262
FHAD1,5.879716688,6.266541069,5.50250188,5.717820466,5.854435692,5.686995302,5.587300831,5.558549932,5.573484428
LOC105373958,6.051476094,5.810310236,5.786121057,6.269075743,5.764449616,6.082682029,6.303618064,6.077588817,6.247811682
LOC101928303,5.298153794,5.424214521,5.416947192,5.688531654,5.19553397,5.80896774,5.774716635,5.37819502,5.531496222
PDE6B,6.191000432,6.063076736,5.906118041,6.048464078,6.161641673,6.360627671,6.00187906,6.0037215,6.455560697
LOC101927967,5.166401706,5.323140632,5.47702777,5.375409593,5.02743575,5.324685013,5.03006502,5.216553067,5.054130227
LINC01468,5.302722614,4.972964707,4.886351928,5.083959739,5.282683304,5.372619766,4.8517658,5.034716999,5.066852608
C21orf62-AS1,5.618126155,5.509673563,5.609708392,6.259086992,5.72353343,5.780363216,5.725253321,5.676475547,5.855414324
MAP3K14-AS1,5.078073954,5.151913792,5.250699004,5.335176138,5.181608687,5.587922216,5.405799138,5.440340135,5.685637189
CHIC1,5.774380166,5.469080965,5.864811431,5.464182446,5.773703086,5.602077498,5.339395107,5.56674135,5.816057873
LINC02114,4.562153629,4.402412656,4.367135294,4.581740817,4.272010399,4.593116687,4.569756794,4.499554175,4.712898183
LINC00476,6.892654485,7.212383995,6.310909113,7.069788408,7.464512087,6.632803468,7.234781125,6.763000798,6.893019735
JRKL,6.656583992,6.607226546,6.572865026,6.934291776,6.614617085,7.111540441,6.87539012,7.013316762,6.745013506
NTRK3,7.239746175,7.332484564,7.188712627,7.308249356,6.848305209,7.430107618,6.987782898,7.317877034,7.540805129
FAR2,6.364021263,6.198574338,6.078735331,6.49631605,6.091056363,6.262124334,6.221723802,5.989393686,6.223101519
CNPY2,5.441921061,5.080993634,5.281151015,5.107167348,5.347817409,5.28919085,5.327653227,5.164938026,5.475967111
SELENOH,7.070925346,7.044644831,7.202255632,7.007030667,7.241994681,7.344758447,7.07928587,6.98284438,7.551462144
LOC101926944,5.164518691,5.041016363,5.243600746,5.45290099,5.248429615,4.743377297,5.147591074,4.782956013,6.503920118
AFG3L2,11.40522071,11.24823768,10.7737394,11.58212179,10.46468898,10.24519629,10.65093098,10.20632917,10.55067575
LINC00639,5.448301797,5.590916806,5.370558344,5.46686223,5.368280744,5.40751974,5.310072671,5.458216844,5.50244049
LINC02232,3.655609522,3.773330045,3.640848592,3.661853615,3.719010439,3.800447977,3.727984407,3.758457825,3.747169391
LINC01252,5.989760555,5.658597054,6.13383023,5.885661155,6.13383023,5.557674037,5.920976017,5.840014162,6.002895475
DNAJC9-AS1,8.641617515,8.62652279,7.971109715,8.8590122,8.637892979,8.043251008,8.502969219,8.140291044,8.105104216
TMEM267,6.420579544,6.5840193,6.741705368,6.499403468,6.528778182,6.714725909,6.129407794,7.005066244,5.650084616
LOC101926960,3.822924316,3.813754451,3.64140983,3.785478451,3.849332371,3.829322016,3.797374578,3.969743075,3.794309346
FAM135B,5.681373895,5.584529974,5.186445265,5.612280952,5.690102593,5.584351736,5.653903874,5.524771665,5.211343028
EFHB,4.847594168,4.688058071,4.792934125,4.587064777,4.638319087,4.839518659,4.659034444,4.941086817,4.849688481
LOC101926915,8.684755153,9.031221394,7.928319134,9.312692765,9.323071354,7.860263539,8.760877361,8.167587511,7.863401954
LINC01087,4.504078646,4.434037179,4.184551051,4.45861247,4.36061995,4.411728039,4.342721226,4.151990053,4.578235048
LINC02401,7.519242172,7.694801505,7.497241749,7.930043247,7.676362199,7.434468811,7.470596169,7.340851842,7.655756847
INHBA-AS1,5.642005348,5.901389128,5.989027626,6.012185262,5.734745145,6.29459764,5.893738575,5.938027635,6.145341364
LOC654841,5.800759156,5.621062353,5.452906559,5.593552981,5.71980649,6.139996194,5.51793628,5.728649481,5.729988668
PLA2G4E-AS1,4.06962384,4.191167586,3.937783186,4.010276237,4.026040888,4.062960607,3.996924453,3.898705527,4.069210576
LOC100505658,5.246490543,5.137693455,5.152797863,5.301802369,5.384298672,5.389299047,5.141687898,5.37768025,5.086466356
CFAP157,6.699533328,6.675051854,6.591414347,6.786666636,6.988653068,6.382125799,6.953689524,6.997924564,6.888434477
LINC02052,4.564993711,4.525233228,4.346722095,4.480483404,4.187511118,4.718468229,4.506109006,4.129348871,4.517182904
LOC102546294,6.098774961,5.956883346,5.811385264,5.987439275,6.219462881,5.927602435,5.855979483,5.867566545,6.076070988
GRID1-AS1,6.108199857,6.14607822,6.000062082,5.963421654,6.117615248,5.879508713,6.007891378,5.97657478,5.83188501
CASC17,6.375326964,6.495036365,6.16941445,6.21115503,6.403110371,5.960073502,6.104808664,5.813889261,5.999861265
LINC01020,4.347178907,4.495946414,4.375075621,4.523332224,4.043646067,4.519398474,4.383365719,4.427975678,5.064379996
LOC101930370,6.515338422,6.865732917,6.565761325,6.577164953,6.932339356,6.742735361,6.777292772,6.539565906,6.751310851
LOC100129175,6.602386121,7.521554717,6.154354957,7.503738252,6.828298433,7.173099549,6.825118507,6.548941709,7.051150197
ZNF32-AS3,4.470811311,4.674148747,4.383946845,4.613877757,4.351644104,4.496464079,4.255146895,4.55164093,4.265245058
C9orf41-AS1,5.481072146,5.567580508,5.457232085,5.627244292,5.61519602,5.40795131,5.485157865,5.296130564,5.332990043
CEP112,5.837391103,5.571134025,5.647108129,5.543834325,5.872003927,5.485273097,5.529371139,5.713875259,5.795911036
ZNF787,7.166680673,7.318967306,6.712953597,7.347054122,7.343751354,6.929867151,7.138534617,6.831580937,6.753057562
STXBP5-AS1,4.397927396,4.586083322,5.00706349,4.735209811,4.225587588,5.007925347,4.865242305,4.786453458,4.798054572
LINC01056,7.388694141,7.099460139,7.082079459,7.324630377,7.4862764,7.169691578,7.228040609,7.358328063,7.180161376
LINC02076,4.751807983,4.411404363,5.856599267,4.590439421,4.710598088,4.640031916,4.904710704,4.680230924,4.172923252
LOC105374690,7.517216958,7.980775408,7.259504295,8.382494327,8.26507163,7.526768988,7.756042831,7.596754255,7.594790975
LOC101928663,5.487804114,5.067028589,5.071588281,5.397411181,5.43819446,5.357311753,5.68209257,5.393388305,5.567548477
SIM2,4.904663842,5.085912272,4.883523343,5.014586088,4.873302499,5.087197056,5.040917671,4.985881251,4.928160397
CD44,9.660471611,8.882543177,10.14536266,9.426872006,10.37022796,9.914298441,9.95695293,10.21270542,8.848744691
HSP90AB1,12.2830246,10.98544004,12.12257059,12.11388524,11.39658265,11.73592393,11.28104263,11.51166154,11.55802689
ERVFH21-1,6.325467376,6.23892466,5.849088012,6.309123576,6.769518891,6.158068032,6.346648376,6.263036688,6.163702746
GSTO1,10.8891111,9.908895923,11.12862239,10.21137622,10.35560529,10.45058035,10.65906195,10.65641053,10.83107295
SLC16A1,9.013299512,7.569645323,9.379835437,7.230207941,7.177274286,9.353111572,8.451543684,7.37867963,8.649918912
ERVH-3,6.297009663,5.857035124,5.796414616,6.154654008,5.602548062,6.323636163,5.989944556,5.891925828,5.988133914
LINC02274,4.223449338,4.535873962,4.146366685,4.619421113,4.28159649,4.587463721,4.587349048,4.500801458,4.064124639
ALPL,6.031330545,6.050834876,5.90909401,5.987424207,6.209966539,6.128314218,6.177861569,6.45570958,6.145159887
CAVIN1,9.2948908,8.933505949,9.763550771,8.872563413,9.903924457,9.72745717,9.184651062,10.49810888,8.760437676
CNP,8.515691149,8.673457988,8.289399446,9.115029561,8.680542113,8.38060724,8.681606238,8.268882597,8.098008342
PHLDB3,6.674750848,7.048341649,6.594146469,6.783356798,7.490211791,6.940266109,6.751198118,6.971261662,7.188446306
NEMF,6.922953199,7.049003666,7.526463925,6.381359127,7.467875497,7.671902055,6.955976455,7.900912884,7.115921243
ZKSCAN1,8.435522978,9.280543584,8.764892278,9.609021272,8.662792028,9.115897495,8.840573823,9.10988948,8.871742894
TXLNG,8.810367366,7.737596165,8.714121355,8.318281222,7.977579486,9.086454035,9.291512126,8.85868106,9.102357592
C8orf88,4.099573626,4.047776134,4.381109811,4.104766633,4.527035007,3.901972047,3.991974658,4.455628742,4.300374598
CDC42BPB,5.958027996,6.054812797,6.024819515,6.073507436,6.34466091,6.259135889,5.919127417,5.98648727,6.306316172
EIF4G2,7.876773505,8.083763915,7.9748758,7.906300117,7.931747956,7.819703783,8.034750838,7.865048319,7.844187363
MTERF4,6.54891333,7.442718696,7.511998394,6.87678856,6.546053643,6.926798774,7.319393828,7.264704967,7.837251769
RPS6KA2,7.18856926,7.293469305,7.172520583,7.516923553,7.517516673,7.442262447,7.241952693,7.276295787,7.003928872
RPS9,6.842820244,6.58418113,6.312215995,6.548927396,6.747528354,6.806584889,6.737934364,6.469986171,6.65762519
RPAP3,7.191433111,5.992767653,7.383496749,5.845716811,6.226918408,6.561268792,6.454344246,6.555312712,6.929162276
CEP78,7.325835477,7.07981181,7.331004337,7.544069353,7.37695626,7.295385074,7.597961956,7.271005964,7.11801335
PLCG2,6.057826765,5.865687628,5.790916576,6.007574721,6.168460409,5.863084061,5.867482053,5.912411809,6.016197505
TTN,6.745998342,6.634006532,6.24852796,7.330807999,6.888821963,6.714244584,7.100403796,6.943459225,6.750956259
NAALADL2,4.59171193,4.733508109,4.779209054,4.978448626,4.921349555,4.534621219,4.948561966,4.884676174,4.605283686
ARID5B,6.306849368,6.28064227,6.082329574,6.080161315,6.118507829,6.392974875,6.257354767,6.491379289,6.41542945
STRAP,6.071440591,5.657718782,5.906100371,5.653069927,5.638512743,5.845541575,5.641462916,6.263923778,5.733881671
LCMT1-AS2,7.277971386,7.219383383,7.082248534,8.006197095,7.766822338,7.075292824,7.477397505,6.84347985,7.113882387
SLC1A2,3.827237189,3.775747947,3.70600188,3.594873886,3.826459612,3.748241653,3.72100308,3.86930312,3.988679328
LOC441081,3.775571622,3.817033083,4.342455357,3.511613874,3.805750158,3.869103659,3.665776816,4.233015081,3.829705121
FAR1,8.722865534,8.276644531,8.685897206,6.783094948,9.725781433,7.989003002,7.777857689,7.485685644,8.381234827
ERGIC3,6.591157102,6.532348891,6.264169906,6.855807937,6.848598746,6.513964503,6.833158883,6.745738516,6.452201036
RABEPK,5.312328627,5.219606455,5.323214925,5.331338195,5.327923009,5.073794932,5.613477086,5.07600101,4.894334985
PRKAB2,7.434768353,8.351992648,7.847378661,6.780819421,6.932552249,7.553240654,7.350008638,7.305372394,7.635157961
NORAD,9.363490877,8.102501608,9.212524912,9.028796908,8.55738716,9.37739828,8.469034548,8.412629752,9.239809043
CP,6.543039787,7.648587664,6.290858061,6.541716924,7.396833581,6.55585087,6.554984663,6.448138038,6.294918995
KIAA0895L,6.718211915,6.38312482,6.70659576,6.703143073,6.498433505,6.630106366,6.749279602,6.931671009,6.705617421
EIF2B5,5.324734903,5.405487977,5.841505824,5.10622605,4.991661836,5.985932181,5.725977281,5.229227414,6.05643839
TMED4,6.195957668,6.577310869,6.024992055,6.340333653,6.987659199,6.005036282,6.526723024,6.218561067,5.869818979
FBXO10,4.51526315,4.752965578,4.751690943,4.893403292,4.67788918,4.966540654,4.857552967,4.609133308,4.821890808
SLF1,4.348208318,4.027627915,4.649062647,4.035126154,3.985911467,4.224143948,4.316577785,4.301165223,4.132149397
MDH1B,5.554301979,5.231951291,5.251772934,5.240662127,5.450689606,5.33489116,5.414180803,5.218407304,5.410017226
DNAJC3,10.11144862,9.904681849,9.894006522,9.422031134,10.01414574,9.858387724,10.15729361,9.262037936,8.614171573
UBE2I,5.001910822,5.1178252,4.746254344,5.129439808,5.006435586,5.759059451,5.315998492,5.687968457,5.011584188
CCDC174,6.047663921,5.873407594,6.63104298,6.145111201,5.958372056,6.052294617,5.478514009,6.40213086,6.512474461
HDGFL3,6.541825181,6.038737042,6.220877981,6.910269125,6.014225238,6.474807624,6.67717045,6.505126539,6.424811792
LOC283788,3.812254312,3.885522209,3.94480038,3.989142572,3.941946121,3.890364948,3.70487026,3.869824114,4.040675301
FAM78B,7.018866282,7.035663231,6.849007551,7.028968144,7.100534643,6.93424855,7.043391678,7.079453753,7.036961053
RECK,4.786665252,4.673742148,5.008369806,4.928569202,4.70409368,4.971130851,5.117247449,5.121353406,4.743773264
USP31,7.159391777,6.541868828,7.333995729,6.551646392,7.635004405,6.589604829,6.931675814,6.840875645,6.698223914
TSPAN17,6.232522371,6.213446459,6.218234119,6.366511591,5.85615757,6.439925408,6.31854274,6.166577902,6.620822978
DDX3X,7.995517213,7.899024756,7.761240043,7.685252813,8.190203584,7.588995461,7.620913946,7.925637955,7.20210001
CSRNP3,4.271914376,4.622290586,4.552404894,4.583992613,4.253727971,4.595040997,4.335960566,4.33074841,4.306424456
LINC00957,6.363115404,6.587627887,6.574531669,6.644652589,6.631785078,6.504921721,6.513379151,6.796833415,6.718304276
NUDCD2,7.076484585,7.056792063,6.879335879,7.139678162,7.215609486,6.694180438,7.328380162,6.884477369,6.926190415
LOC730202,5.269892899,5.338203199,5.343307531,5.28502845,5.374812153,5.438659749,5.437785186,5.253825054,5.507774218
TAF11,6.733862348,6.380715642,6.193472503,6.421386102,6.504398823,6.164497173,6.376908923,6.09514249,6.204264823
LINC01296,8.216491424,7.127158112,7.168084137,8.246056982,8.085159329,7.555543635,8.070391274,7.417753939,7.456567608
PLXNA1,5.600741712,5.283122422,5.768557515,5.684801351,5.689007785,6.184912812,5.617069641,5.760133251,5.463261
TNRC6B,6.927345205,7.789039312,7.914748585,7.553784884,7.08755542,6.800440887,7.054097825,8.057567601,7.734774165
MEG3,6.04167554,5.934649776,6.086224083,6.08371542,6.029949719,6.45297926,5.873220475,6.279679216,6.188428225
BAIAP2-DT,8.481649776,8.458659129,7.870552788,8.756683968,8.604235296,8.365010042,8.541130904,8.3468983,8.684445045
MGC16275,6.63366763,6.36766746,6.44493587,6.653599954,6.011591844,6.249165769,6.068883115,6.138570084,6.673447468
H1FX-AS1,7.211791357,7.099679011,6.869144357,7.086041412,7.03275794,6.926505665,7.149364468,6.887269908,7.248709226
FAM43A,6.688995937,6.725336864,6.975153318,6.439025394,6.618337815,7.287588533,6.846446512,6.682056501,6.856641507
TMEM229B,6.174729233,6.517997525,6.155499479,6.47878956,6.502878248,6.010769945,6.532392734,5.924821909,5.83367972
ATP5MF,5.87778888,5.789846039,6.104289968,5.814676495,5.644230181,6.255615112,6.064794325,6.070557615,6.336489025
ZNF17,5.487530567,5.142428444,4.903845507,5.363293737,5.378894524,5.344254573,5.509724749,5.369946523,5.458401912
ANKRD54,4.409227569,4.918708686,4.859208102,4.715758751,4.591930433,5.290721562,4.825454707,4.965762146,5.041716031
LINC00592,5.6577883,5.459507938,5.706568006,5.39770319,5.194481752,5.583563747,5.435741228,5.510843253,5.698766935
FN1,6.650235864,6.573930263,6.140333613,7.673036856,6.693854742,6.630573888,6.337446942,7.289736147,6.180311907
SLC4A1AP,7.911278475,7.494112397,8.014433579,7.949153032,8.119201073,7.983653288,7.833031185,8.078493578,8.449743044
TARDBP,6.857862876,6.480762145,6.724460489,6.251426973,6.86201901,6.49313632,6.773308861,6.421998475,6.610107655
SRC,5.012316776,5.003656143,4.638741492,4.98143046,4.671337597,5.110983782,5.002044381,4.783068675,5.175891098
CTNNA1,9.351208164,9.979962019,9.575003734,8.896064453,9.822207483,9.082516938,9.011780002,8.678814816,9.236696151
UBTF,7.279215587,7.25738471,7.39054969,7.270718584,7.421834536,7.925803648,7.615019275,7.650973622,7.456094969
AFAP1-AS1,5.531132272,5.4591725,5.720418767,5.823288478,5.610176106,5.616145288,5.664416412,5.613592433,5.420340158
SF3B2,7.837839335,8.078898088,7.540028374,8.100302763,7.940683294,7.563822902,7.978394295,7.629735247,7.661161576
ATF1,8.212398582,8.192118452,8.73980789,6.996648091,7.721854034,7.819390493,8.204298061,8.244506839,8.563890456
KCNJ2-AS1,4.573353617,4.756092333,4.393404847,4.636394718,4.686278163,4.334215313,4.500710279,4.640722674,4.481329167
DR1,6.421746133,6.590675718,6.668743151,5.986294267,5.665452311,6.629265051,6.053108944,6.979462841,6.690558648
TNRC18,5.544138848,5.61638905,5.884958874,5.615955422,5.621195247,5.839358322,5.649044949,5.844954534,5.951877197
GOLM1,5.896648901,5.897493138,5.761546532,5.886378302,5.730700807,5.585150923,5.532210188,5.539956229,5.848892821
STX16,9.828979866,9.612000458,9.472054287,10.17874267,9.802207545,10.32304367,10.00126574,9.839058811,9.02447311
SRPK2,7.03173925,7.265079953,8.509442165,7.199753172,7.631986493,8.476333084,7.910376688,7.956704759,7.915060398
LINC00662,6.051106133,5.662767433,5.664022431,5.746551175,5.882098094,6.027609362,5.787272688,5.890619383,6.1207835
SPTY2D1OS,4.869119128,4.728424156,4.834428944,4.926804525,4.425711614,5.071407759,5.081005278,4.882647532,4.781210358
ZNF740,6.523808798,6.276617754,6.452302763,6.114090939,6.346312145,6.229022552,6.262140363,6.024192793,6.340506082
KDSR,6.362789614,5.729344003,6.698374562,5.633439988,5.575111303,5.910632176,5.463631824,6.492003864,6.477721472
TMEM184A,6.647504385,7.707739153,6.339414485,7.716101914,8.262946397,6.880071343,7.755594386,6.700164427,7.029286096
RFT1,7.195561497,6.903919293,6.879123702,6.967500543,6.889407465,6.891565516,6.751939061,6.656022919,6.887948974
PIGW,8.151041786,6.098072931,6.699785729,6.620611522,6.334255112,6.950497035,7.649483459,6.636491792,7.311568091
KIAA1107,5.056349748,5.184600854,5.101171401,5.341363953,4.976435721,4.791435254,4.758998355,4.875599875,5.746454256
PPFIA2,4.917416241,4.733380494,4.688827641,4.57473341,4.76670513,4.470405038,4.709187288,4.90336981,4.495655474
EFCAB5,5.28586068,5.165664428,4.872337686,5.485359635,5.730480954,4.512065816,5.43877246,4.952079405,4.909317254
TSEN54,9.591699202,8.803392317,9.102378741,9.029080862,8.730467197,9.518493397,9.67038776,9.173306557,9.671121918
GIGYF2,5.852569229,5.801907774,6.123633643,5.662061541,5.840118966,5.983719044,5.853718952,5.912360883,5.900348709
LINC00942,5.249145847,5.28486305,5.283460444,5.009191237,5.155697719,5.386246209,5.275407607,5.281529809,5.320843974
LOC100132356,5.658899669,5.691008638,5.317622651,5.413792319,5.52117884,5.370797791,5.189068568,5.386298463,5.812260265
HOOK3,4.606336188,4.991670081,5.252685439,4.831804721,5.148967197,4.935557092,4.699461755,5.384826911,5.381213041
LOC100996549,4.777489195,5.129895492,4.940496349,4.918531863,4.951750492,4.584684784,4.673562768,4.782441112,4.855723075
PAQR9,4.076108702,4.054764447,4.003437266,4.047644041,4.030314994,4.115401504,4.080850194,4.087013887,4.140109635
TMEM72,5.472018296,5.505869551,4.917225154,5.507745555,5.508341337,5.254415719,5.54897763,5.110503715,5.692800059
ZDHHC18,7.432249877,7.690893599,7.594282683,7.351032165,7.711280159,6.733623521,7.243695974,7.42909982,6.936607279
TONSL,7.074931246,7.074733467,6.876453255,7.074436243,7.274242501,7.352672785,7.492100917,7.526098231,7.537878153
SIRT2,5.522386203,5.412673744,5.266875982,5.170627153,5.424570885,5.628702014,5.39294843,5.434037195,5.103903746
C22orf15,6.681741892,6.736326488,6.493534587,6.894475356,6.704967567,6.880193238,6.816948382,6.867256894,7.190404996
LOC100130268,5.940378296,6.046145321,5.582072251,6.111538475,6.318246902,5.148116256,5.72256632,5.518704932,5.468429366
SEMA6A,5.605835791,5.460812004,5.470025668,5.929598269,5.682140037,5.389063969,5.6105554,5.495006791,5.304434962
DIXDC1,7.745479197,7.290516432,7.430018919,7.604780315,7.675372746,8.190312131,7.596441788,7.875796657,7.693687623
COX17,5.366283479,5.928763642,5.285824603,5.682151545,5.268662838,5.401575087,5.523652399,5.336960318,5.063526873
DET1,7.628011022,7.944177389,7.114025302,7.918698241,7.510530312,7.059943175,7.344216187,6.99415116,6.942908531
PLCG1-AS1,3.846245614,3.967665322,3.777457257,3.883571569,3.822801645,4.076143142,3.799057201,3.968837657,3.983065934
UACA,4.300415395,4.689518539,4.728441593,4.466478667,4.540796132,4.535311823,4.810339518,4.641708561,4.49367405
PGK1,5.695401069,5.293689164,6.374127674,5.354935426,5.431871035,6.029014161,5.80854788,6.10535325,5.203977519
MPHOSPH9,6.602075956,6.816554025,6.923300105,6.657325597,6.460307264,6.59269048,6.524139684,6.652809447,7.290219435
LRRC38,4.844939112,4.819148445,4.912563439,4.970785041,5.046569595,5.16699811,4.770939931,4.598439551,5.142361758
AHNAK2,7.985335691,7.994082867,7.639497096,8.403392305,8.404108293,8.510991186,7.876915849,8.06776958,7.616768251
TMEM147-AS1,5.957535065,5.905805774,6.093932536,5.431487219,5.898037582,6.221525954,5.730566892,5.969129147,6.311421782
KPNA4,4.939867068,5.593071867,4.964862276,5.751539467,5.543714547,4.710296098,5.201187909,5.187377714,4.501756359
UG0898H09,3.505118765,3.605507149,3.465607033,3.574320439,3.519580086,3.570913936,3.552364698,3.540852256,3.525148149
ZNF599,6.563251584,6.52258318,6.116420793,6.336732283,5.869032211,6.716541223,6.260307889,6.402799332,6.877693401
SYNE2,6.128651909,5.96513079,6.199796237,6.055892925,6.518639607,6.318968642,6.292438982,6.104228947,6.514958421
KRT7,8.490391859,8.378456054,8.125795602,8.651045091,8.948930068,8.502067352,8.548733526,8.347515469,8.293875878
PECAM1,6.828595576,6.48774314,7.041393338,6.72386812,7.530326535,7.014197664,7.052480222,8.505143906,6.819230086
ANKRD24,6.663031837,6.577893801,6.440541074,6.681682391,6.124055707,7.258673199,6.449931668,6.829885157,6.974119931
ARIH1,4.716323187,4.348337506,4.833971106,4.363230167,4.818506854,4.548093795,4.56238239,4.490272601,4.873026279
CTD-3080P12.3,4.069733348,4.125999789,4.088582519,4.396627811,4.085605999,4.56714951,4.11135366,4.580267123,4.073859607
LINC00622,5.242718177,5.088442058,5.697287661,4.601688206,4.876898852,4.731849159,5.272755042,5.414501749,4.600601156
PLEKHG2,9.082711734,9.23010651,8.731604139,9.409052634,9.047790126,9.130952028,9.192837514,9.106365469,8.804680838
EGFEM1P,4.240316226,4.190584704,4.019164092,4.320952184,4.455400986,4.31061128,4.286792169,4.140484821,4.258095288
FRRS1L,7.507190038,7.750590678,7.202699591,7.518168346,7.64824175,6.930966539,7.253003285,7.096953809,6.953599885
C14orf180,7.356272329,7.149246031,7.471849283,7.395424599,7.010163717,7.363247986,7.169097016,7.483747637,7.661201263
ORAI2,9.233725023,9.430147014,9.368319781,9.900222693,9.953680655,9.612040878,9.743944366,10.1874334,9.005849569
NHLRC4,8.610418851,8.721573261,8.411551225,8.789149299,8.541562106,8.670363937,8.616824286,8.650557708,8.713862554
IGH,7.778126915,7.65359855,7.415312486,7.472233121,7.718503472,7.501631937,7.484976635,7.455520355,7.533536377
A2M,5.967598036,6.049557816,5.969808604,6.061876912,5.767401458,6.088213102,5.966518408,5.904552797,6.317032669
LOC285500,4.656317536,4.36870315,4.234010795,4.469900359,4.623019979,4.54201239,4.533303462,4.36631284,4.700248235
TMEM144,5.486392207,5.323598738,5.010916271,5.566943579,5.263793425,4.874198037,5.289266156,5.123595683,5.169351805
LOC401320,4.762229394,5.047765076,4.81149559,5.401643567,4.995809877,5.435943907,4.997119483,5.174625253,4.895650236
ABCC5,5.105787763,5.224733675,5.130677722,4.839178672,5.457979557,5.062045325,5.162694592,5.198576749,5.322917837
LMF1,6.612490268,6.65428047,6.88286773,6.658507829,6.520213782,6.930909505,6.542536961,6.912528919,7.091116396
LPP,6.80690406,7.080732142,6.718540538,6.486501991,6.830481028,6.31718679,6.348637369,6.270270336,6.267769185
BEND5,6.419521135,6.531873684,6.411692434,6.614668877,7.006154267,7.056850076,6.638536999,6.559378755,6.968070653
LOC100131496,4.753554324,4.300749925,4.463594902,4.795203468,4.731875438,4.852414166,4.793400347,4.53166144,4.751296816
TMCC1-AS1,3.723351817,3.675924677,3.707412736,3.661805391,3.548819294,3.820453221,3.691876012,3.746937029,3.797084142
LRRC27,5.100583397,4.878266182,5.490585814,5.243748326,4.833746667,5.466168857,5.225863605,5.357515178,5.34495327
ZNF493,6.40056235,7.016121135,6.839171782,6.023884058,6.458003944,6.200741726,6.013455718,6.567370436,5.849588915
CST13P,5.234608807,5.043091414,4.905496318,5.20009391,5.203729249,5.074644015,5.107249637,5.034327703,5.3838074
LINC02053,5.206600593,5.323694732,4.984131538,5.687753031,5.543329451,5.281327828,5.528196601,5.070163597,4.883002473
DNM3,4.357853413,4.173121056,5.147024358,4.063336208,4.26482944,4.17735873,5.348191991,4.333735717,5.704469858
GTF2IP12,8.905508845,9.12233876,8.388805313,9.572365458,9.276414198,8.373989885,8.872335022,8.726075185,8.383040476
C1orf53,6.156388914,6.484547679,6.285287604,5.960284743,6.280656589,6.402892435,6.31145573,6.158351314,6.945567423
FTX,8.212211858,8.468333985,7.487958635,9.039145678,8.959671625,7.756615214,8.848151702,7.617684977,7.145221106
LRRC8C,6.551569892,6.663251741,7.278767247,6.600634576,7.046486046,6.703288506,6.862842001,7.208053623,6.498035613
RPE,3.613796978,3.521281797,3.67284373,3.537343847,3.637316684,3.55349335,3.603677519,3.583920298,3.546545731
MPP6,5.000928779,4.586979788,5.197159854,4.424308356,4.522102022,5.114630127,4.808338082,5.081935729,4.734172266
FAM184A,4.268330249,4.555803687,4.46209087,4.639042344,4.542056817,4.70390326,4.572925931,4.37664838,4.693855669
PAXIP1-AS2,5.110932285,5.471992741,5.483615325,5.6731209,5.374201554,5.398804579,5.34939582,5.430549177,5.659242765
LRTM2,6.698726884,7.11841465,6.925643538,6.946185048,7.058958105,7.910920217,7.081949076,7.503816691,7.633565058
TPM1,6.323246763,6.158773858,6.137509289,5.570346347,6.079917256,6.270488008,6.089132006,6.077694768,6.358961195
KRBA2,7.078799312,7.490290666,6.687398439,7.212230447,6.821858365,6.976247956,7.152383696,6.959284464,6.894848392
ZNF844,5.559681328,5.619622074,5.177892131,5.794037615,5.381117189,5.47774537,5.507817205,5.122159014,5.417971242
SLC2A11,5.765649243,5.625025708,6.15283057,5.710882492,5.38389169,5.846017742,5.632075596,5.880798984,6.283702963
TRMT9B,5.153536993,4.738822354,4.885950943,4.594664331,4.679155489,4.569251177,5.066480233,4.899386748,4.791542826
VNN1,5.561050156,6.143955808,5.276407144,4.69574763,6.809443713,5.330829141,5.289813009,5.787226561,5.857126434
PQLC2L,5.566710225,5.394465766,5.399341179,5.576661147,5.746616818,5.433443442,5.581388535,5.538728809,5.758559372
CAMK1,6.976894167,6.573320815,7.00635039,6.756153233,6.854956156,6.848289806,6.721227189,6.63449905,6.867167264
VPS35L,4.545749139,4.554042519,4.352701675,4.482606421,4.182317118,4.600762418,4.655322796,4.467378844,4.715334108
BLZF1,4.059158508,4.098443182,4.139966053,4.097610693,4.157913818,3.968216133,3.982698084,4.348379007,3.915634586
AKNA,6.35033445,6.222150501,6.365946651,6.123154102,5.868036997,6.447854265,5.870327562,6.201090814,6.410588894
PCNX4,7.682081165,8.002374134,7.791021491,7.779531542,7.686427085,7.461969436,7.540739255,7.516795608,7.587210757
LOC101927377,4.953105926,5.034962155,4.54995337,5.121706877,4.806684899,4.724273001,4.92854294,4.564961991,5.057339039
MCTS1,5.301923058,5.841237416,5.238332956,6.142742284,5.970953995,5.572392463,5.605357944,5.464228693,5.567121943
LOC100508631,6.40084728,6.63025076,6.183041485,6.837512408,6.303605444,6.285301129,6.40814391,6.171317346,6.38104334
LOC148709,5.45113856,5.072969099,5.459413203,5.24708287,5.145257044,5.315991264,5.2718436,5.205664529,5.154530418
TEX22,7.415623096,7.477370721,7.359147292,7.489148408,7.648962808,6.986899467,7.538665613,7.442332759,7.620257049
