X1,X2
GJA1,MMP9
GJA1,TUB
GJA1,KCNJ8
GJA1,TUBB4B
GJA1,CAV3
GJA1,EFNB3
GJA1,GJC3
GJA1,TUBB1
GJA1,OXT
GJA1,TMEM65
GJA1,KRT12
GJA1,MYL7
GJA1,KCNJ3
GJA1,LEFTY1
GJA1,GJD2
GJA1,PANX1
GJA1,KCNJ2
GJA1,CLDN1
GJA1,CALML5
GJA1,GJA3
GJA1,GJB4
GJA1,TWIST2
GJA1,GJA8
GJA1,KRT3
GJA1,PRKACG
GJA1,CALML3
GJA1,GJE1
GJA1,LIN7A
GJA1,KCNA5
GJA1,EFNB2
GJA1,GJD3
GJA1,AGT
GJA1,PECAM1
GJA1,CDC42EP1
GJA1,INS
GJA1,ACTC1
GJA1,FGF10
GJA1,FGF16
GJA1,SOST
GJA1,SOX9
GJA1,MYL4
GJA1,TNF
GJA1,JUN
GJA1,GJB2
GJA1,HAND2
GJA1,MYOD1
GJA1,TUBB2A
GJA1,FGF20
GJA1,GJB5
GJA1,GJA4
GJA1,EDN1
GJA1,GJD4
GJA1,BMP15
GJA1,FGF3
GJA1,NGF
GJA1,UBQLN4
GJA1,YWHAG
GJA1,TUBB8
GJA1,HCN4
GJA1,TUBB3
GJA1,CCN2
GJA1,CCN3
GJA1,GJC2
GJA1,HEPACAM
GJA1,WASL
GMCL1,ADAM20
GMCL1,GAGE12G
GMCL1,NTAQ1
GMCL1,GMCL2
GMCL1,GAGE10
GMCL1,GAGE2A
GMCL1,GAGE12B
GMCL1,XAGE2
GMCL1,SPIN4
CCNO,DNAAF4
CCNO,APOBEC3G
CCNO,GMNC
CCNO,CDK3
CCNO,CCDC39
CCNO,CKS2
CCNO,MCIDAS
CCNO,CDK17
CCNO,CLDN25
CCNO,DNAJB13
CCNO,GLYATL2
CCNO,E2F4
CCNO,FOXJ1
CCNO,WEE2
CCNO,GLYATL1B
CATSPER3,OR52W1
CATSPER3,C5orf24
CATSPER3,OR52B2
CATSPER3,CACNG2
CATSPER3,CACNB3
CATSPER3,CCDC185
CATSPER3,CACNG7
CATSPER3,CACNG1
CATSPER3,TEKT4
CATSPER3,ARMH2
CATSPER3,CATSPER1
CATSPER3,EFCAB9
CATSPER3,TMEM262
CATSPER3,CATSPERZ
CATSPER3,SPEM1
CATSPER3,CATSPERB
CATSPER3,CACNG4
CATSPER3,CACNG8
CATSPER3,CACNG6
CATSPER3,STAC3
CATSPER3,CACNG3
CATSPER3,SLCO4C1
CATSPER3,CATSPER4
CATSPER3,TMEM249
BMP3,IBSP
BMP3,NOG
BMP3,BMP2
BMP3,FGF9
BMP3,BGLAP
BMP3,WFIKKN2
BMP3,PRSS56
BMP3,WFIKKN1
BMP3,FGF4
BMP3,FGF16
BMP3,FGF10
BMP3,FGF18
BMP3,ALX4
BMP3,FGF6
BMP3,FGF20
BMP3,BMP15
BMP3,FGF3
BMP3,SFRP2
BMP3,MSX1
RAB3C,CHML
RAB3C,SLC17A6
RAB3C,SYT13
RAB3C,REP15
RAB3C,RABIF
RAB3C,VAMP2
RAB3C,SYT11
RAB3C,DOC2B
MED21,KAT2B
MED21,ILKAP
MED21,H4C16
MED21,STS
MED21,H4C2
MED21,CETN3
MED21,MED13L
MED21,POLR2L
MED21,POLR2J2
MED21,PPM1E
MED21,GTF2E2
MED21,H4C9
MED21,H4C6
MED21,POLR2M
MED21,CEBPB
MED21,GTF2H5
MED21,CEBPA
MED21,H4C11
MED21,TAF9
MED21,TCEANC
MED21,TAF3
MED21,MED30
MED21,KPRP
MED21,H2BC11
MED21,H4C5
MED21,TAF7
MED21,MED9
MED21,H3C13
MED21,UPK3BL2
MED21,H4C1
MED21,H3C14
MED21,GTF2A1L
MED21,ZNF350
MED21,MED7
MED21,EZHIP
MED21,ARSI
MED21,H4C13
MED21,H4C12
MED21,H3C15
MED21,LOC122455342
MED21,TBPL2
MED21,CEBPD
MED21,PPARGC1A
MED21,H4C4
MED21,LEP
MED21,H4C3
MED21,NELFB
MED21,POLR3K
MED21,H4C15
MED21,UPK3BL1
MED21,MED10
MED21,POLR2J3
MED21,H4C14
MED21,FABP4
MED21,ARSH
MED21,POLR2I
TEKT5,TEKTIP1
SMARCA5,POLR1F
SMARCA5,H2BC1
SMARCA5,H3C14
SMARCA5,GTF2I
SMARCA5,H2AC18
SMARCA5,SUPT4H1
SMARCA5,H4C1
SMARCA5,FREM3
SMARCA5,C17orf49
SMARCA5,H2BC26
SMARCA5,ASF1A
SMARCA5,H2AC17
SMARCA5,TOP1
SMARCA5,SSRP1
SMARCA5,SOX2
SMARCA5,H4C13
SMARCA5,H3C15
SMARCA5,H4C12
SMARCA5,H2BC9
SMARCA5,H3-5
SMARCA5,H4C15
SMARCA5,H2AC14
SMARCA5,H4C3
SMARCA5,COMMD3-BMI1
SMARCA5,H3C4
SMARCA5,H1-0
SMARCA5,H2AC16
SMARCA5,H4C4
SMARCA5,H2AB2
SMARCA5,H2BC14
SMARCA5,OIP5
SMARCA5,H3C1
SMARCA5,H2BC3
SMARCA5,DAND5
SMARCA5,MIS18A
SMARCA5,H4C14
SMARCA5,H2AC11
SMARCA5,FNTB
SMARCA5,ZBTB2
SMARCA5,MAF
SMARCA5,CTR9
SMARCA5,RING1
SMARCA5,H2BK1
SMARCA5,H2BC13
SMARCA5,H3C3
SMARCA5,H2AC7
SMARCA5,H2AC13
SMARCA5,KAT2B
SMARCA5,H4C16
SMARCA5,H2AX
SMARCA5,SAP30
SMARCA5,GYPB
SMARCA5,H2AB1
SMARCA5,H4C9
SMARCA5,H2BC12L
SMARCA5,H4C6
SMARCA5,H2BC5
SMARCA5,PCGF2
SMARCA5,POLR2L
SMARCA5,PRKDC
SMARCA5,RNF168
SMARCA5,H4C2
SMARCA5,H2AC8
SMARCA5,ING2
SMARCA5,H2AC20
SMARCA5,CDC5L
SMARCA5,UHRF1
SMARCA5,H2AC21
SMARCA5,H3C6
SMARCA5,H4C11
SMARCA5,H3-4
SMARCA5,YEATS4
SMARCA5,MTA2
SMARCA5,FEN1
SMARCA5,XRN2
SMARCA5,H2BC15
SMARCA5,FOXC1
SMARCA5,BANF1
SMARCA5,H2BC12
SMARCA5,H3-7
SMARCA5,H2AC4
SMARCA5,H3C13
SMARCA5,H4C7
SMARCA5,H2BC18
SMARCA5,MCM6
SMARCA5,H2BC17
SMARCA5,H3C12
SMARCA5,H2BC11
SMARCA5,H2AC15
SMARCA5,KIF11
SMARCA5,H4C5
SMARCA5,H2AJ
SMARCA5,CDT1
SMARCA5,H2BC4
BMP6,FGF10
BMP6,FGF16
BMP6,SOST
BMP6,TGFB3
BMP6,INS
BMP6,FGF4
BMP6,WNT6
BMP6,SOSTDC1
BMP6,SOX9
BMP6,GREM2
BMP6,MSX1
BMP6,IHH
BMP6,FGF20
BMP6,SHH
BMP6,FGF6
BMP6,VWC2
BMP6,FGF18
BMP6,TNFAIP6
BMP6,MSTN
BMP6,ID1
BMP6,BGLAP
BMP6,GDF7
BMP6,FGF9
BMP6,CXCL1
BMP6,BMP2
BMP6,NOG
BMP6,CCL15
BMP6,SP7
BMP6,CCL13
BMP6,EPO
BMP6,IBSP
BMP6,CCL11
BMP6,HAMP
BMP6,WNT3A
BMP6,SNX2
OR14K1,RTP1
OR14K1,GNG13
OR14K1,PRKACG
RPIA,PGK2
RPIA,PGAM2
RPIA,CPOX
RPIA,TIGAR
RPIA,PRPS1L1
RPIA,ME1
RPIA,ENO2
RPIA,PGAM1
RPIA,CCS
RPIA,PGLS
RPIA,PGM2L1
RPIA,PARS2
RPIA,NOTCH2NLA
RPIA,ALDH18A1
RPIA,OXSM
RPIA,RPEL1
RPIA,PGAM4
RPIA,IL2
RPIA,FH
RPIA,TKTL2
RPIA,TEX37
RPIA,GLRX5
RPIA,FBP2
RPIA,GAPDHS
RPIA,FDX1
CFDP1,MRGBP
CFDP1,ZHX2
CFDP1,H2AC20
CFDP1,CETN3
CFDP1,YEATS4
CFDP1,NMUR2
CFDP1,MEA1
CFDP1,H2BC1
CFDP1,H2AC18
CFDP1,GTF2I
CFDP1,TMEM65
CFDP1,TADA1
HOXA10,HAND2
HOXA10,MLLT1
HOXA10,IHH
HOXA10,HOXD8
HOXA10,PTGER4
HOXA10,HOXB7
HOXA10,WNT7A
HOXA10,HOXC6
HOXA10,HOXB8
HOXA10,LPAR3
HOXA10,HOXA5
HOXA10,FOXC1
HOXA10,LIF
HOXA10,HOXA11
HOXA10,HOXA13
HOXA10,BMP2
HOXA10,HOXD10
HOXA10,PRSS58
HOXA10,HOXC8
HOXA10,HOXA2
HOXA10,HOXA6
HOXA10,HOXA7
HOXA10,VSX2
HS3ST3A1,CDRT15
HS3ST3A1,SDC4
HS3ST3A1,HS6ST3
HS3ST3A1,GPC2
HS3ST3A1,GPC1
HS3ST3A1,SULT1C3
HS3ST3A1,HS6ST1
HS3ST3A1,SULT1B1
HS3ST3A1,HS3ST3B1
HS3ST3A1,GPC4
HS3ST3A1,CSGALNACT2
HS3ST3A1,UST
ASB17,COMMD2
ASB17,CCL4
ASB17,OR2I1P
ASB17,OR5M11
ASB17,NPY2R
ASB17,OR5AR1
ASB17,TAS2R1
ASB17,BIK
ASB17,SRFBP1
ASB17,MAGEA1
ASB17,AGTR2
ASB17,CLEC12B
ASB17,COMMD10
OTULIN,OTUD7B
OTULIN,TNF
OTULIN,OTUD6A
OTULIN,UBA52
OTULIN,GZMM
OTULIN,OTUD1
OTULIN,DUSP14
OTULIN,RIPK2
OTULIN,ZRANB1
OTULIN,ZBTB11
OTULIN,TNFRSF1A
OTULIN,IKBKG
OTULIN,OTUD3
OTULIN,VCPIP1
PANX3,GJA4
PANX3,GJB2
PANX3,GJA1
PANX3,IBSP
GPR15,TAS2R9
GPR15,GPR15LG
GPR15,CCDC163
GPR15,GPR45
GPR15,GPR20
GPR15,FUT4
GPR15,GPR83
GPR15,GPR27
GPR15,IGLL1
GPR15,GPR150
GPR15,GPR25
GPR15,ZNF80
GPR15,GPR32
GPR15,CCR1
GPR15,GPR84
GPR15,ADORA2B
GPR15,AGT
TOMM70,CLPX
TOMM70,CDC37
TOMM70,PAM16
TOMM70,CYCS
TOMM70,MRPL3
TOMM70,F2RL1
TOMM70,MUL1
TOMM70,ATP5F1B
TOMM70,DHFR
TOMM70,DNAJC19
TOMM70,FUNDC1
TOMM70,HSPA1B
TOMM70,TOMM20L
TOMM70,TIMM13
TOMM70,TIMM44
TOMM70,SOCS1
TOMM70,FIS1
TOMM70,FKBP4
TOMM70,TIMM23
TOMM70,MICOS13
TOMM70,TOMM22
TOMM70,PINK1
TOMM70,HSPA6
TOMM70,TIMM22
TOMM70,TIMM29
TOMM70,UQCRFS1
TOMM70,PPID
TOMM70,TIMM8A
TOMM70,CYC1
TOMM70,SYNJ2BP
TOMM70,COX4I2
TOMM70,TOMM6
TOMM70,GPR37
TOMM70,TIMM10
DISP1,SIX3
DISP1,DHH
DISP1,GAS1
DISP1,FOXH1
DISP1,SHH
DISP1,ACBD3
DISP1,IHH
DISP1,RBM46
DISP1,LEFTY1
DISP1,DISP3
WNT3A,FZD5
WNT3A,HOXB4
WNT3A,MESP2
WNT3A,DLX5
WNT3A,SOX17
WNT3A,TCF7L1
WNT3A,SFRP5
WNT3A,OSM
WNT3A,OLFM4
WNT3A,SNAI1
WNT3A,SP7
WNT3A,FRZB
WNT3A,CER1
WNT3A,FZD4
WNT3A,MMP9
WNT3A,FZD2
WNT3A,FZD7
WNT3A,SOX1
WNT3A,MSGN1
WNT3A,FZD8
WNT3A,LRP6
WNT3A,NKD1
WNT3A,BGLAP
WNT3A,AFM
WNT3A,TSPAN12
WNT3A,SOX2
WNT3A,FGF9
WNT3A,MMP7
WNT3A,CCND1
WNT3A,NOG
WNT3A,NEUROG2
WNT3A,BMP2
WNT3A,FGF18
WNT3A,DKK2
WNT3A,NEUROD1
WNT3A,CCN2
WNT3A,WNT8B
WNT3A,MSX2
WNT3A,LYZ
WNT3A,SFRP2
WNT3A,TNKS2
WNT3A,DKK4
WNT3A,MSX1
WNT3A,WNT10A
WNT3A,IHH
WNT3A,FZD1
WNT3A,DLL1
WNT3A,WNT7A
WNT3A,FGF3
WNT3A,FGF20
WNT3A,FZD10
WNT3A,FGF6
WNT3A,MYOD1
WNT3A,SHH
WNT3A,JUN
WNT3A,CXCR4
WNT3A,TNF
WNT3A,WNT6
WNT3A,FZD9
WNT3A,GBX2
WNT3A,ASCL2
WNT3A,GPC4
WNT3A,UBA52
WNT3A,SOX9
WNT3A,GDF2
WNT3A,TGFB3
WNT3A,SOST
WNT3A,FGF16
WNT3A,FGF10
WNT3A,BMP6
WNT3A,GAST
WNT3A,RSPO4
WNT3A,PECAM1
WNT3A,WNT9A
WNT3A,INS
WNT3A,VANGL2
WNT3A,DLL4
WNT3A,FGF4
WNT3A,NEUROG3
WNT3A,DKKL1
PPP1R3A,CALML5
PPP1R3A,PPP1R11
PPP1R3A,CALML3
PPP1R3A,PPP1R3C
PPP1R3A,RETN
PPP1R3A,PPP1R3D
PPP1R3A,PPP1R3B
PPP1R3A,PPP1R3G
PPP1R3A,RETNLB
PPP1R3A,PPP1R15A
PPP1R3A,MYOZ2
PPP1R3A,LSMEM1
PPP1R3A,PPP1R3E
PPP1R3A,FBXO40
PPP1R3A,NCK1
PPP1R3A,GYS2
PPP1R3A,PPP1R2
ASZ1,IFNA1
ASZ1,CALML5
ASZ1,DUSP6
ASZ1,TMEM156
ASZ1,MPLKIP
ASZ1,CALML3
ASZ1,PIWIL1
ASZ1,ERVW-1
ASZ1,ANKRD20A1
ASZ1,POTEM
ASZ1,ANKRD22
ASZ1,CDKN2D
ASZ1,TRIM47
ASZ1,IFNB1
ASZ1,PLD6
ASZ1,TDRD7
ASZ1,GABARAPL2
ASZ1,ANKRD49
ASZ1,GP5
ASZ1,FBL
KLHL41,CKM
KLHL41,KBTBD6
KLHL41,KBTBD7
KLHL41,KLHL9
KLHL41,GAN
KLHL41,APOBEC2
KLHL41,KBTBD13
KLHL41,UBE2M
KLHL41,SPOPL
KLHL41,TCAP
KLHL41,STAC3
KLHL41,SLN
KLHL41,ASB5
KLHL41,XIRP1
KLHL41,KLHL11
KLHL41,PDCD6
KLHL41,MYF6
KLHL41,MYH8
KLHL41,MYOZ2
KLHL41,KLHL31
KLHL41,SMPX
KLHL41,KLHDC1
KLHL41,ACTN3
KLHL41,KCTD5
KLHL41,COMMD10
KLHL41,RBX1
KLHL41,COMMD2
GPR26,NIM1K
GPR26,GPR6
GPR26,GPR62
GPR26,GPR12
GPR26,GAST
GPR26,GPR31
GPR26,GPR150
GPR26,HTR5A
GPR26,GPR27
GPR26,GPR82
GPR26,GPR39
GPR26,GPR139
GPR26,GPR162
GPR26,GPR20
GPR26,GPR3
GPR26,GPR88
GPR26,GPR101
GPR26,ALDH18A1
GPR26,PCP4L1
LY96,PFN3
LY96,CXCL10
LY96,JUN
LY96,IL17A
LY96,TLR7
LY96,H4C7
LY96,SOCS3
LY96,CCL3
LY96,TLR2
LY96,LY86
LY96,LBP
LY96,CXCR2
LY96,CCN2
LY96,EGLN2
LY96,IL1A
LY96,PFN4
LY96,AMY2B
LY96,ICAM1
LY96,NOX3
LY96,H4C6
LY96,CXCR4
LY96,TNF
LY96,TLR1
LY96,HSPA1B
LY96,UBA52
LY96,PFN1
LY96,TMED7-TICAM2
LY96,IFNA1
LY96,CD1D
LY96,TICAM2
LY96,S100A12
LY96,CNPY4
LY96,C1QTNF9
LY96,CCL5
LY96,IRAK2
LY96,CSF2
LY96,IFNG
LY96,CD180
LY96,FADD
LY96,AMY1C
LY96,IFNB1
LY96,TRIL
LY96,CAMP
LY96,IL10
LY96,IKBKE
LY96,IKBKG
LY96,MMP9
LY96,TLR9
TMSB4Y,VCY
TMSB4Y,BPY2C
TMSB4Y,CDY1
TMSB4Y,TGIF2LY
TMSB4Y,BPY2B
TMSB4Y,TSPY1
TMSB4Y,RPS4Y2
TMSB4Y,RBMY1A1
TMSB4Y,SRY
TMSB4Y,RBMY1B
TMSB4Y,VCY1B
TMPRSS15,MUC21
TMPRSS15,SPINK9
TMPRSS15,SLC5A4
TMPRSS15,MUC13
TMPRSS15,SSC4D
TMPRSS15,MUC5AC
TMPRSS15,PNLIP
TMPRSS15,SI
ADAMTS5,CCN2
ADAMTS5,MMP12
ADAMTS5,GDF5
ADAMTS5,SDC4
ADAMTS5,IHH
ADAMTS5,B3GLCT
ADAMTS5,FZD1
ADAMTS5,MMP9
ADAMTS5,SOX9
ADAMTS5,MMP1
ADAMTS5,TNF
ADAMTS5,BMP2
ADAMTS5,IL1A
ADAMTS5,IGFBP5
ADAMTS5,MMP7
WNT7A,FZD1
WNT7A,WNT10A
WNT7A,IHH
WNT7A,DKK4
WNT7A,MSX1
WNT7A,SFRP2
WNT7A,SHH
WNT7A,FZD10
WNT7A,AMH
WNT7A,SDC4
WNT7A,EN1
WNT7A,DKK2
WNT7A,FGF18
WNT7A,MSX2
WNT7A,WNT8B
WNT7A,GAL
WNT7A,FGF10
WNT7A,FGF4
WNT7A,VANGL2
WNT7A,HOXA11
WNT7A,WNT9A
WNT7A,FZD9
WNT7A,WNT6
WNT7A,SOX9
WNT7A,KL
WNT7A,WNT3A
WNT7A,CNTN3
WNT7A,SFRP5
WNT7A,FZD5
WNT7A,FGF9
WNT7A,IGFBP5
WNT7A,TSPAN12
WNT7A,LIF
WNT7A,BMP2
WNT7A,CCND1
WNT7A,FZD4
WNT7A,CER1
WNT7A,HOXA10
WNT7A,FRZB
WNT7A,MYF5
WNT7A,LRP6
WNT7A,FZD8
WNT7A,TENM3
WNT7A,FZD2
WNT7A,FZD7
MRPS17,MRPL13
MRPS17,MRPL14
MRPS17,MRPL32
MRPS17,MRPL53
MRPS17,MRPL57
MRPS17,MRPL44
MRPS17,GADD45GIP1
MRPS17,MRPL3
MRPS17,MRPS26
MRPS17,NOA1
MRPS17,MRPL54
MRPS17,MRPL49
MRPS17,MRPL45
MRPS17,MRPL33
MRPS17,RPL26L1
MRPS17,PGAM4
MRPS17,MRPL50
MRPS17,MRPL17
MRPS17,MRPS6
MRPS17,MRPL51
MRPS17,MRPS9
MRPS17,MRPS25
MRPS17,NME1
MRPS17,MRPS31
MRPS17,MRPL12
MRPS17,MRPS10
MRPS17,MRPL23
MRPS17,MRPL34
MRPS17,CHCHD1
MRPS17,MRPS14
MRPS17,MRPL46
MRPS17,MRPL20
MRPS17,MALSU1
MRPS17,MRPS21
MRPS17,PGAM1
MRPS17,RPS13
MRPS17,MRPL16
MRPS17,MRPL41
MRPS17,MRPL15
MRPS17,MRPL40
DKK2,WNT9A
DKK2,DKKL1
DKK2,SOST
DKK2,FZD9
DKK2,WNT6
DKK2,FZD10
DKK2,SHH
DKK2,DKK4
DKK2,SFRP2
DKK2,FZD1
DKK2,WNT7A
DKK2,WNT10A
DKK2,WNT8B
DKK2,GDF5
DKK2,BMP2
DKK2,CCND1
DKK2,FZD2
DKK2,FZD7
DKK2,NKD1
DKK2,LRP6
DKK2,FZD8
DKK2,FRZB
DKK2,FZD4
DKK2,SFRP5
DKK2,WNT3A
DKK2,FZD5
CA3,CA13
CA3,RRS1
CA3,CKM
ATP6V0D2,LIM2
ATP6V0D2,RRAGA
ATP6V0D2,SESN2
ATP6V0D2,ATP6V1G1
ATP6V0D2,RRAGC
ATP6V0D2,DCSTAMP
ATP6V0D2,ATP6V0E1
ATP6V0D2,MMP9
ATP6V0D2,CFAP95
ATP6V0D2,ATP5MG
ATP6V0D2,ATP5MF
ATP6V0D2,CASTOR1
ATP6V0D2,ATP4A
ATP6V0D2,OCSTAMP
ATP6V0D2,INS
ATP6V0D2,ATP6V1F
ATP6V0D2,TMEM185A
ATP6V0D2,ATP6V1E2
ATP6V0D2,ATP5PO
ODF1,HSPB3
ODF1,TSSK2
ODF1,TENT5C
ODF1,HSPB2
ODF1,TUBG1
ODF1,HSPB9
ODF1,CRYAA
ODF1,ACTRT2
ODF1,SPACA1
ODF1,ZPBP
ODF1,TNP1
ODF1,ART1
ODF1,DKKL1
ODF1,ACRBP
ODF1,C11orf42
ODF1,SPEM1
ODF1,TNP2
ODF1,AKAP3
ODF1,SPESP1
ODF1,PRM3
ODF1,SPATA16
ODF1,SMCP
ODF1,SPATA19
ODF1,ACTL7B
ODF1,KIF3B
ODF1,BLOC1S1
ODF1,HSPB8
ODF1,CRYAB
ODF1,IL22RA1
ODF1,GAPDHS
ODF1,CAPZA3
ODF1,SPA17
PIP4P2,ZNF358
PIP4P2,PIK3CA
PIP4P2,PIK3CB
PIP4P2,PIP4K2B
MAN2B2,SLC35C1
MAN2B2,MAN1A1
MAN2B2,TMEM127
HSPA13,DNAJB4
HSPA13,MGAT5
HSPA13,RNF113B
HSPA13,DNAJB9
HSPA13,TIMM44
HSPA13,COIL
HSPA13,HSPA5
HSPA13,DNAJB13
HSPA13,POM121C
HSPA13,HSPA6
HSPA13,NUP37
HSPA13,PLA1A
HSPA13,DNAJC25-GNG10
HSPA13,DNAJB1
HSPA13,UBQLN2
HSPA13,LRGUK
HSPA13,UBQLN4
HSPA13,SMIM12
HSPA13,DNAJB7
HSPA13,BBS10
HSPA13,B4GALT5
HSPA13,TSKU
HSPA13,DNAJB8
HSPA13,PRKDC
HSPA13,TNF
HSPA13,HSPA1B
HSPA13,CIC
HSPA13,DNAJC9
GEMIN5,FBL
GEMIN5,RPS5
GEMIN5,LSM11
GEMIN5,SNRPA
GEMIN5,LSM10
GEMIN5,DIRAS1
GEMIN5,LSM8
GEMIN5,NUP37
GEMIN5,CLNS1A
GEMIN5,HNRNPA0
GEMIN5,POM121C
GEMIN5,HNRNPUL2
GEMIN5,PPARGC1A
GEMIN5,COIL
GEMIN5,TRIM71
GEMIN5,MGAT5
MAGEC1,CPHXL
MAGEC1,TPTE
MAGEC1,MAGEA3
MAGEC1,SPANXD
MAGEC1,TYR
MAGEC1,ACRBP
MAGEC1,SSX4B
MAGEC1,NXF2
MAGEC1,SOX2
MAGEC1,SPANXN4
MAGEC1,SSX2
MAGEC1,MAGEB6
MAGEC1,EID3
MAGEC1,GAGE12G
MAGEC1,MAGEA1
MAGEC1,CSAG3
MAGEC1,SSX1
MAGEC1,TPBG
MAGEC1,ACTL8
MAGEC1,PRSS50
MAGEC1,NXF2B
MAGEC1,SPANXA2
MAGEC1,CT45A1
MAGEC1,CT83
MAGEC1,SPANXA1
MAGEC1,MAGEA9
MAGEC1,SPA17
MAGEC1,GAGE12B
MAGEC1,SMC5
MAGEC1,CSAG2
MAGEC1,PAGE1
MAGEC1,NSMCE2
MAGEC1,GAGE12F
MAGEC1,FMR1NB
MAGEC1,SSX2B
MAGEC1,SPANXC
MAGEC1,GAGE2A
MAGEC1,SSX4
LRGUK,AK7
LRGUK,TDRD15
LRGUK,PLAAT1
LRGUK,MYCBP
LRGUK,CAPN12
LRGUK,KPNA7
LRGUK,TUBB4B
LRGUK,TUBB1
LRGUK,NEU2
LRGUK,ENO2
LRGUK,SSMEM1
LRGUK,RIMBP3
LRGUK,TUBA3E
LRGUK,ERCC6L
LRGUK,CFAP206
LRGUK,HSPA6
LRGUK,CAPN6
LRGUK,MYO19
LRGUK,CCDC39
LRGUK,TUBB8
LRGUK,TUBB3
LRGUK,PLAAT2
LRGUK,TUBB2A
LRGUK,TMEM59L
LRGUK,HSPA1B
LRGUK,TUBA4B
LRGUK,C18orf63
LRGUK,SPACA1
LRGUK,TLCD4-RWDD3
LRGUK,HSPA13
LRGUK,CABS1
LRGUK,CFAP57
XAGE2,ERVV-1
XAGE2,GMCL1
XAGE2,SPANXD
XAGE2,SPANXC
XAGE2,SPANXA2
XAGE2,CT45A1
XAGE2,SPANXB1
XAGE2,SPANXA1
FZD7,WNT3A
FZD7,CELSR2
FZD7,TCF7L1
FZD7,SFRP5
FZD7,CCND2
FZD7,FZD5
FZD7,RAC3
FZD7,SOX17
FZD7,CCND1
FZD7,FZD4
FZD7,FOXN1
FZD7,LRP6
FZD7,FZD8
FZD7,FZD2
FZD7,WNT7A
FZD7,FZD1
FZD7,WNT10A
FZD7,DKK4
FZD7,SFRP2
FZD7,SHH
FZD7,JUN
FZD7,SDC4
FZD7,DKK2
FZD7,ZBTB33
FZD7,GNG2
FZD7,WNT8B
FZD7,FOSL1
FZD7,VANGL2
FZD7,WNT9A
FZD7,PRICKLE4
FZD7,NOXA1
FZD7,WNT6
FZD7,GPC4
SLC26A2,PAPSS1
SLC26A2,SULT1B1
SLC26A2,AQP2
SLC26A2,ND4
SLC26A2,BPNT2
SLC26A2,SLC13A1
SLC26A2,SLC35D1
SLC26A2,PRKACG
LSM11,LSM10
LSM11,SMG5
LSM11,H4C7
LSM11,COIL
LSM11,LSM3
LSM11,CSTF2T
LSM11,NOP10
LSM11,RNASEH2A
LSM11,GEMIN5
LSM11,H4C6
LSM11,LSM8
LSM11,CLNS1A
LSM11,ALYREF
MED7,POLR2M
MED7,GTF2H5
MED7,CEBPB
MED7,H4C11
MED7,TAF9
MED7,TCEANC
MED7,CEBPA
MED7,TAF3
MED7,H4C5
MED7,KPRP
MED7,H2BC11
MED7,MED30
MED7,TAF7
MED7,MED9
MED7,H3C13
MED7,ILKAP
MED7,H4C16
MED7,STS
MED7,MED21
MED7,MED13L
MED7,H4C2
MED7,THAP1
MED7,PPM1E
MED7,POLR2J2
MED7,POLR2L
MED7,H4C6
MED7,GTF2E2
MED7,H4C9
MED7,PPARGC1A
MED7,TBPL2
MED7,CEBPD
MED7,H4C4
MED7,LEP
MED7,H4C3
MED7,POLR3K
MED7,H4C15
MED7,FAM118B
MED7,MED10
MED7,POLR2J3
MED7,UPK3BL1
MED7,H4C14
MED7,POLR2I
MED7,ARSH
MED7,FABP4
MED7,H4C1
MED7,UPK3BL2
MED7,RERG
MED7,H3C14
MED7,GTF2A1L
MED7,ARSI
MED7,EZHIP
MED7,H4C12
MED7,H3C15
MED7,H4C13
MED7,LOC122455342
TRIM42,MAGEB5
TRIM42,LYPD4
TRIM42,TRIM47
TRIM42,TRIM77
TRIM42,TRIM64
TRIM42,ZPLD1
TRIM42,TRIM75
NAT2,UGT1A7
NAT2,MPO
NAT2,UGT2A2
NAT2,CYP2A6
NAT2,TPMT
NAT2,UGT1A10
NAT2,UGT1A4
NAT2,CYP1A2
NAT2,SLCO1B1
NAT2,UGT1A1
NAT2,UGT1A5
NAT2,UGT2B17
NAT2,UGT1A8
NAT2,UGT1A3
NAT2,UGT1A9
BATF,BATF3
BATF,SOX4
BATF,KLRB1
BATF,TNF
BATF,CD40LG
BATF,FOXS1
BATF,CD69
BATF,CXCR6
BATF,GPR183
BATF,ASCL2
BATF,JUNB
BATF,GZMA
BATF,IL9
BATF,CXCR3
BATF,IL2
BATF,CEBPE
BATF,FOXH1
BATF,TBX21
BATF,IL21
BATF,CEBPB
BATF,CXCR5
BATF,CEBPA
BATF,SPIB
BATF,CD27
BATF,IL17A
BATF,JUN
BATF,PDCD1LG2
BATF,IL10
BATF,PRF1
BATF,SOX2
BATF,IFI35
BATF,MAFB
BATF,IFNG
BATF,CCR7
BATF,CEBPG
BATF,CCND1
BATF,IFI30
BATF,KLF2
BATF,CEBPD
BATF,NFIL3
BATF,SOX17
BATF,JUND
BATF,MAF
BATF,ATF6
BATF,LAG3
CFAP418,RPE65
CFAP418,NXNL1
CFAP418,PCARE
CFAP418,TOPORS
CFAP418,RP1L1
CFAP418,BBIP1
CFAP418,BBS10
CFAP418,NR2E3
CFAP418,RCVRN
CFAP418,GUCY2D
CFAP418,PRPH2
CFAP418,PRPF6
CFAP418,ROM1
CFAP418,GUCA1B
CFAP418,ARL2BP
CFAP418,KCNV2
CXCL13,CCL13
CXCL13,CXCR4
CXCL13,MMP1
CXCL13,CD40LG
CXCL13,CXCL5
