X1,X2
ANAPC10,UBE2E2
FBXL7,UBE2G2
FBXL7,UBE2G1
FBXO41,MEX3C
CCNF,RLIM
KEAP1,UBOX5
FBXW4,GAN
ASB4,RNF213
CUL5,UBE2L3
CUL5,RNF126
FBXL4,MKRN1
FBXW8,TRIM50
CUL5,RNF123
STX4,TAPBP
ASB1,TRIM71
ANAPC10,UBE2D4
ANAPC10,UBE2D3
ANAPC10,UBE2D2
FBXL14,SMURF2
FBXL14,SMURF1
RNF115,STUB1
CCNF,RNF41
NEDD4L,ZNRF2
NEDD4L,ZNRF1
CUL7,HUWE1
TRIM4,UBOX5
ANAPC10,UBE2G2
ANAPC10,UBE2G1
ASB1,TRIM21
ANAPC7,KCTD6
FBXO4,MGRN1
CCNF,RNF34
TRIM21,UBR4
ASB1,TRIM11
TRIM21,UBR1
TRIM21,UBR2
ASB15,DTX3L
CUL1,FBXW12
ASB1,TRIM41
CUL7,LMO7
ASB5,HECW2
ASB16,HERC1
ASB16,HERC4
ASB16,HERC5
ASB16,HERC2
KLHL11,MYLIP
ASB16,HERC6
CDC34,FZR1
FBXL7,UBE2L6
ASB1,TRIM36
CUL5,UBE2Q1
ASB1,TRIM37
CUL5,UBE2Q2
FBXL7,UBE2L3
ASB1,TRIM32
ARIH2,LNX1
ASB16,PJA1
DET1,SPSB1
ASB16,PJA2
DET1,SPSB2
ASB3,RNF41
DET1,SPSB4
FBXL15,RNF41
TRIM32,UBE2R2
LRRC41,LRSAM1
ASB12,KLHL11
ASB12,KLHL13
HLA-F,PDIA3
KLHL9,RNF19B
KLHL9,RNF19A
ITCH,UBOX5
ASB4,LNX1
FBXL16,WWP1
FBXO7,HECTD1
FBXO7,HECTD2
FBXO15,TRAF7
FBXO7,HECTD3
ASB11,RNF220
ASB11,RNF217
TRIM32,UBE2Q1
FBXW12,HERC4
TRIM32,UBE2Q2
FBXW12,HERC6
FBXL15,RNF34
FBXW12,HERC5
ASB11,RNF213
ASB15,MEX3C
ANAPC10,UBE2J2
FBXW12,HERC2
ANAPC10,UBE2J1
FBXW12,HERC1
ASB3,RNF25
CUL5,UBE2D2
FBXO40,RNF144B
CUL5,UBE2D3
FBXO22,FBXW9
CUL5,UBE2D1
ASB12,KLHL25
FBXO22,FBXW7
FBXO22,FBXW8
CUL5,UBE2D4
FBXO22,FBXW5
KLHL9,RNF182
KBTBD6,SIAH2
KBTBD6,SIAH1
FBXO22,FBXW4
FBXO22,FBXW2
KEAP1,UBE2E1
FBXL15,RNF25
SIAH1,UBA52
KEAP1,UBE2E3
KEAP1,UBE2E2
BTBD6,LONRF1
ASB3,RNF34
CUL5,UBE2E3
KLHL3,UNKL
CUL5,UBE2E1
CUL5,UBE2E2
TRIM41,UBA52
ASB12,KLHL20
ASB12,KLHL21
RCHY1,RNF4
ASB12,KLHL22
RCHY1,RNF7
RCHY1,RNF6
ANAPC10,UBE2L6
KBTBD6,UBAC1
FBXL15,RNF14
ANAPC10,UBE2L3
KEAP1,UBE2D4
KEAP1,UBE2D3
KEAP1,UBE2D2
KEAP1,UBE2D1
FBXL7,RNF138
FBXW2,TRAIP
HERC1,UBC
FBXW8,TRIM41
FBXL7,RNF130
UBE2Z,ZNRF1
UBE2Z,ZNRF2
HERC1,UBB
CUL5,UBE2G1
FBXL7,RNF123
CUL5,UBE2G2
HLA-E,SNAP23
ASB3,RNF14
FBXL7,RNF126
FBXW8,TRIM32
FBXW8,TRIM36
FBXW8,TRIM37
ANAPC10,UBE2R2
FBXL7,RNF111
SPSB2,STUB1
FBXL7,RNF114
FBXL7,RNF115
FBXW8,TRIM21
ANAPC13,LONRF1
LONRF1,VHL
ASB13,UBA52
ANAPC10,UBE2Q2
ANAPC10,UBE2Q1
PJA1,SPSB4
PJA1,SPSB1
PJA1,SPSB2
FBXW8,TRIM11
LONRF1,RLIM
CCNF,LRSAM1
KLHL9,RNF123
SOCS3,TRIM36
SOCS3,TRIM32
SOCS3,TRIM37
FBXL13,TRIM21
CBLB,KLHL11
CBLB,KLHL13
RNF41,STUB1
FBXO21,LRRC41
TRIM32,UBE2J2
KLHL9,RNF115
TRIM32,UBE2J1
KLHL9,RNF111
KLHL9,RNF114
SOCS3,TRIM41
FBXL13,TRIM37
FBXL13,TRIM36
FBXL8,ZBTB16
FBXL13,TRIM32
KLHL5,STUB1
CBLB,KLHL25
CBLB,KLHL21
CBLB,KLHL22
FBXO10,TRIM4
KLHL5,RCHY1
FBXL21,RNF19B
SOCS3,TRIM50
FBXL21,RNF19A
CBLB,KLHL20
FBXL5,RNF144B
FBXW2,TRAF7
SKP2,UBE3B
SKP2,UBE3C
TRIM50,TRIM71
FBXL13,TRIM41
UBC,UBR1
NEDD4,RNF144B
ANAPC10,UBE2V2
FBXW2,HECTD1
PJA1,SKP2
PJA1,SKP1
FBXW2,HECTD3
SKP2,UBE2Z
FBXW2,HECTD2
SKP2,UBE3A
SKP2,UBE2S
SKP2,UBE2W
SKP2,UBE2U
SKP2,UBE2K
TRIM32,UBE2L6
SKP2,UBE2O
SKP2,UBE2M
TRIM32,UBE2L3
SKP2,UBE2N
TRIM50,TRIM63
FBXL13,TRIM50
SOCS3,TRIM69
KLHL21,MKRN1
SOCS3,TRIM63
FBXL21,RNF182
RNF220,SMURF2
ASB4,CUL3
ASB4,CUL2
RNF220,SMURF1
ASB4,CUL1
SKP2,UBE4A
ANAPC13,NEDD4L
UBC,UBR4
UBC,UBR2
TRIM50,TRIM69
SOCS3,TRIM71
BTBD1,LRRC41
FBXL13,TRIM63
FBXL13,TRIM69
UBE2C,UBOX5
ASB2,FBXW12
ASB4,CUL7
ASB2,FBXW11
ANAPC4,LRSAM1
ASB4,CUL5
KLHL9,VHL
FBXO4,ZBTB16
TRIM32,UBE2E3
FBXL13,TRIM71
LNX1,UBR4
LNX1,UBR1
LNX1,UBR2
RNF41,RPS27A
TRIM32,UBE2E1
FBXO7,KLHL3
TRIM32,UBE2E2
FBXO7,KLHL2
FBXO7,KLHL5
FBXL5,WSB1
FBXO7,KLHL9
SOCS3,TRIM11
UBE3A,UBR1
FBXL16,RNF213
FBXO10,TRIM9
ASB5,UBOX5
MYLIP,NEDD4L
FBXW4,WWP1
FBXO41,FBXW2
UBE3A,UBR4
UBE3A,UBR2
FBXL7,RNF19B
FBXL7,RNF19A
KLHL9,RNF138
KLHL9,RNF130
SOCS3,TRIM21
FBXO41,FBXW7
FBXL7,RNF182
FBXO41,FBXW4
FBXO41,FBXW5
FBXO41,FBXW8
FBXO41,FBXW9
FBXL16,RNF220
ASB16,CCNF
FBXL21,RNF138
FBXL16,RNF217
KLHL9,UBE2V2
TRIM32,UBE2G1
TRIM32,UBE2G2
UBE2R2,ZNRF2
UBE2R2,ZNRF1
KLHL9,RNF126
LRSAM1,UBE2M
LRSAM1,UBE2N
LRSAM1,UBE2K
LRSAM1,UBE2O
TRAF7,TRIP12
RBX1,TRIM11
LRSAM1,UBE2U
SIAH1,UBAC1
FBXL13,TRIM4
LRSAM1,UBE2S
ASB17,MYLIP
LRSAM1,UBE2Z
LRSAM1,UBE2W
FBXL19,ZBTB16
LRSAM1,UBE3B
LRSAM1,UBE3C
LRSAM1,UBE3A
RBBP6,RLIM
HERC2,UBAC1
CUL1,LNX1
CUL2,TRIM11
PJA1,WWP1
LRSAM1,UBE2A
LRSAM1,UBE2B
LRSAM1,UBE2F
CUL3,RNF144B
LRSAM1,UBE2C
NEDD4L,TRAIP
LRSAM1,UBE2H
KEAP1,UBE2V2
FBXW12,LNX1
FBXL8,UBA52
FBXL5,UNKL
CUL2,TRIM21
GAN,KCTD6
FBXL14,RBBP6
HERC1,RNF144B
ASB4,RBBP6
SKP1,VHL
SKP2,UNKL
FBXL12,VHL
FBXO31,FZR1
CUL2,TRIM36
CUL2,TRIM37
CDC20,UBE2A
ASB8,MKRN1
CDC20,UBE2B
CUL2,TRIM32
FBXL13,TRIM9
LRSAM1,UBE4A
FBXO27,FBXO44
FBXO27,FBXO40
KLHL9,UBE2R2
FBXO27,FBXO41
KLHL9,UBE2Q2
KLHL9,UBE2Q1
FBXO27,FBXO30
FBXO27,FBXO31
FBXO27,FBXO32
ANAPC13,UBA52
HECTD2,UNKL
ASB2,RCHY1
NEDD4L,TRAF7
CUL7,HECTD1
CUL7,HECTD2
CUL7,HECTD3
FBXO21,LNX1
KEAP1,UBE2R2
FBXL4,VHL
ASB16,SPSB2
CDC23,DZIP3
ASB2,STUB1
ASB16,SPSB1
KLHL25,WWP1
ASB16,SPSB4
FBXL7,MIB2
FBXO30,LRSAM1
KEAP1,UBE2Q2
KEAP1,UBE2Q1
UBE2G2,UBR4
UBE2G2,UBR1
UBE2G2,UBR2
BTRC,UBOX5
FBXL7,RNF213
LNX1,MGRN1
FBXL7,RNF217
FBXO7,RBBP6
KLHL9,UBE2L3
KLHL9,UBE2L6
FBXL16,RNF19B
KEAP1,UBE2J2
KEAP1,UBE2J1
FBXL16,RNF19A
LRSAM1,MIB2
FBXL18,UBE2R2
RNF138,RNF213
RCHY1,RLIM
RNF138,RNF217
KLHL9,UBOX5
ITCH,UNKL
KLHL9,UBE2J1
KLHL9,UBE2J2
RNF138,RNF220
KLHL25,SKP1
KLHL25,SKP2
KEAP1,UBE2L6
KEAP1,UBE2L3
FBXO22,UBA52
CDC20,UBE2W
CDC20,UBE2Z
CDC20,UBE2S
CDC20,UBE2U
CDC20,UBE3A
CDC20,UBE3B
CDC20,UBE3C
CUL2,TRIM41
HERC2,SIAH2
HERC2,SIAH1
KEAP1,UBE2G2
CDC20,UBE2H
KEAP1,UBE2G1
FBXO15,TRAIP
FBXO10,MIB2
CDC20,UBE2F
CDC20,UBE2O
CDC20,UBE2K
FBXL8,UBAC1
CDC20,UBE2M
ASB16,RNF7
CDC20,UBE2N
ASB16,RNF6
ASB12,UNKL
HERC2,MIB2
ASB16,RNF4
CUL1,CUL2
CDC20,UBE4A
CUL1,CUL3
CUL1,CUL7
CUL1,CUL5
CUL2,TRIM50
FBXL8,SIAH1
FBXL12,TRIM9
FBXL12,TRIM4
FBXL8,SIAH2
KBTBD6,LONRF1
FBXL18,UBE2V2
SPSB2,TRIM9
KLHL9,UBE2G2
CUL2,TRIM69
KLHL9,UBE2G1
CUL2,TRIM63
UBE2Z,VHL
UBE2K,WSB1
FBXO6,NEDD4L
SPSB2,TRIM4
ASB14,BTBD6
ASB14,BTBD1
CUL2,TRIM71
LRSAM1,RNF111
LRSAM1,RNF114
FBXL16,KLHL9
LRSAM1,RNF115
KLHL9,UBE2E1
KLHL25,SIAH2
FBXL16,RNF115
FBXL16,RNF114
KLHL9,UBE2E2
KLHL25,SIAH1
FBXL16,RNF111
KLHL9,UBE2E3
HERC1,VHL
RNF7,UBE2W
ASB13,UBE2J2
ASB13,UBE2J1
RCHY1,TRIM71
RNF7,UBE2Z
ASB4,UBE2Q1
FBXO10,LONRF1
FBXW12,KLHL11
FBXL18,UBE2L6
RNF7,UBE3B
RNF7,UBE3A
RNF7,UBE3C
FBXL18,UBE2L3
FBXW12,KLHL13
FBXL16,RNF123
FBXL16,RNF126
KLHL9,UBE2D3
KLHL9,UBE2D4
KLHL9,UBE2D1
KLHL9,UBE2D2
ASB9,MKRN1
RNF7,UBE4A
DTX3L,TRAF7
FBXL16,KLHL3
FBXL16,KLHL2
RCHY1,TRIM63
RCHY1,TRIM69
FBXL3,LRRC41
FBXL16,KLHL5
BTRC,HECW2
SMURF1,UBOX5
LRSAM1,RNF138
LRSAM1,RNF130
FBXL16,RNF130
ASB13,UBE2L6
RNF115,TRIM9
ASB6,RNF130
ASB13,UBE2L3
RCHY1,TRIM50
FBXL18,UBE2J2
RNF7,VHL
ASB6,RNF138
RNF138,RNF182
RNF115,TRIM4
HACE1,RCHY1
FBXL18,UBE2J1
LRSAM1,RNF123
RCHY1,TRIM37
LRSAM1,RNF126
RNF217,UBE2L3
RNF217,UBE2L6
ASB4,KLHL9
FBXO6,RNF14
HACE1,STUB1
ASB4,UBE2Q2
ASB4,KLHL5
ASB4,KLHL3
ASB4,KLHL2
FBXL16,RNF138
ASB4,UBE2R2
ASB6,RNF126
RNF41,TRIM4
FBXW12,KLHL22
FBXW12,KLHL21
FBXW12,KLHL20
RCHY1,TRIM41
ASB6,RNF123
RNF41,TRIM9
FBXW12,KLHL25
ASB6,RNF19A
ASB6,RNF19B
ARIH2,CUL1
ARIH2,CUL2
FBXO6,RNF25
RNF138,RNF19B
RNF138,RNF19A
CBLB,HECW2
RNF217,UBE2Q1
RNF217,UBE2Q2
CBLB,UBOX5
UBR1,WWP1
FBXL7,UBE2E3
FBXL7,UBE2E2
FBXL7,UBE2E1
FBXL18,UBE2Q1
FBXL18,UBE2Q2
HECTD2,UBC
FBXO6,RNF34
HECTD2,UBB
RNF217,UBE2R2
ASB6,RNF182
ASB12,SIAH1
ASB12,SIAH2
FBXO32,UBOX5
HERC4,ITCH
FBXO6,RNF41
FBXL12,STUB1
KLHL25,UBAC1
FBXL16,RNF182
RNF7,UBE2F
FBXL7,RNF220
UBE2O,VHL
RNF7,UBE2H
RNF7,UBE2K
RNF7,UBE2M
RNF7,UBE2O
RNF7,UBE2N
RNF7,UBE2S
RNF7,UBE2U
ANAPC13,UBR4
ASB4,UBE2V2
ANAPC13,UBR2
FBXL7,UBE2D4
ANAPC13,UBR1
FBXL7,UBE2D3
FBXL7,UBE2D2
FBXL7,UBE2D1
ASB13,UBE2Q2
CUL5,LRSAM1
ASB13,UBE2Q1
RNF7,UBE2A
RNF7,UBE2C
RNF7,UBE2B
ASB1,MGRN1
FBXL13,STUB1
FBXL18,UBE2D4
FBXL18,UBE2D1
FBXL18,UBE2D2
FBXL18,UBE2D3
KLHL9,UBC
KLHL9,UBB
FBXW2,UBB
FBXW2,UBC
RNF217,UBE2V2
ASB11,RNF182
FBXL18,UBE2E1
TAP1,TAPBP
CUL7,MGRN1
FBXL18,UBE2E2
FBXL18,UBE2E3
FBXO44,MYLIP
FBXL12,RCHY1
FBXL14,KLHL2
KLHL9,RNF220
FBXL14,KLHL9
ASB9,NEDD4L
FBXL14,KLHL5
FBXL14,KLHL3
ANAPC7,MGRN1
ASB13,UBE2D2
ASB13,UBE2D1
CDC27,SMURF2
FBXL13,RCHY1
CDC27,SMURF1
FBXL14,LRRC41
KLHL9,RNF217
RBX1,TRIM69
KLHL9,RNF213
ASB13,UBE2D4
ASB13,UBE2D3
ASB13,UBE2E3
ASB13,UBE2E2
ASB13,UBE2E1
ARIH2,CUL3
RBX1,TRIM71
ARIH2,CUL5
ARIH2,CUL7
DTX3L,LMO7
ANAPC11,UBE3C
ANAPC11,UBE3A
ANAPC11,UBE3B
ASB11,RNF130
ASB13,VHL
ASB11,RNF126
FBXW9,UBR2
ANAPC10,ARIH2
FBXW9,UBR4
ASB11,RNF123
ASB6,RNF115
RCHY1,TRIM32
BTBD1,SKP1
RBX1,TRIM63
BTBD1,SKP2
ASB6,RNF114
ASB6,RNF111
RCHY1,TRIM36
FBXW9,UBR1
ANAPC11,UBE2B
ANAPC11,UBE2A
FBXL19,NEDD4L
ANAPC11,UBE2K
ANAPC11,UBE2H
ANAPC11,UBE2F
ASB13,UBE2G1
ANAPC11,UBE2S
ASB11,RNF138
ANAPC11,UBE2N
ANAPC11,UBE2O
ASB13,UBE2G2
ANAPC11,UBE2M
DTX3L,TRAIP
ANAPC11,UBE2Z
RBX1,TRIM50
ASB15,HECTD1
RCHY1,TRIM21
ASB15,HECTD2
ASB15,HECTD3
ANAPC11,UBE2W
ANAPC11,UBE2U
RBX1,TRIM36
RBX1,TRIM37
FBXW4,ZNRF1
RBX1,TRIM32
ASB7,ZNRF2
FBXW4,ZNRF2
ASB7,ZNRF1
RBX1,TRIM41
ITCH,TRIP12
RCHY1,TRIM11
ASB16,SH3RF1
ASB14,NEDD4L
RBX1,TRIM21
ANAPC11,UBE4A
KBTBD8,MEX3C
HERC4,RNF7
ASB11,RNF115
HERC4,RNF4
ASB16,CBLB
HERC4,RNF6
ASB11,RNF111
ASB11,RNF114
CUL1,HERC6
FBXL18,UBE2G1
CUL1,HERC4
FBXL18,UBE2G2
CUL1,HERC5
CUL1,HERC2
FBXO4,KCTD6
CUL1,HERC1
RNF34,SPSB4
RNF34,SPSB2
KLHL25,UBA52
FBXW2,ZNRF1
FBXW2,ZNRF2
KBTBD7,MIB2
FBXO27,MYLIP
RNF34,SPSB1
ANAPC11,KLHL25
FBXO4,HUWE1
ANAPC11,KLHL21
ANAPC11,KLHL22
ANAPC11,KLHL20
ANAPC4,WWP1
FBXW9,UBE4A
CUL3,FBXW11
CUL3,FBXW12
FBXO10,SH3RF1
FBXL19,SKP1
FBXL19,SKP2
FBXO44,RNF19A
NEDD4,WSB1
FBXO44,RNF19B
LONRF1,RBBP6
FBXW9,UBE2U
FBXW9,UBE2W
FBXW9,UBE2Z
ANAPC10,RNF213
ASB13,RNF111
CCNF,RNF7
FBXW9,UBE3A
CCNF,RNF6
FBXW9,UBE3B
FBXW9,UBE3C
CCNF,RNF4
FBXW9,UBE2F
CUL5,RCHY1
FBXW9,UBE2H
ASB7,TRAIP
FBXW9,UBE2K
FBXW9,UBE2M
FBXW9,UBE2N
FBXW9,UBE2O
KLHL5,SMURF2
FBXL5,RNF19A
ANAPC10,RNF217
FBXL5,RNF19B
KLHL5,SMURF1
FBXW9,UBE2S
ASB2,RNF41
RNF220,SOCS1
ANAPC10,RNF220
ASB16,NEDD4L
RNF220,SOCS3
ASB13,RNF123
FBXO44,RNF182
FBXW9,UBE2A
FBXW9,UBE2B
FBXL5,RNF182
FBXL19,LONRF1
FBXW9,UBE2C
ASB13,DET1
ASB13,RNF115
ASB13,RNF114
FBXL15,RNF144B
RNF138,UBE2L6
ASB6,FBXO27
UBAC1,WSB1
KLHL9,ZNRF1
KLHL9,ZNRF2
ASB6,FBXO22
ASB6,FBXO21
ANAPC2,FBXW5
BTRC,UBR2
ANAPC2,FBXW8
KLHL11,WSB1
BTRC,UBR1
ANAPC2,FBXW7
ANAPC2,FBXW2
ASB15,RBX1
BTRC,UBR4
ANAPC2,FBXW4
ASB12,WWP1
MIB2,SIAH2
ASB2,RNF25
MIB2,SIAH1
HLA-G,SNAP23
ASB6,FBXO30
ANAPC2,FBXW9
ASB6,FBXO32
ASB6,FBXO31
ASB4,RBCK1
ASB13,FBXO4
ASB13,FBXO2
ASB2,RNF34
ASB13,FBXO9
ASB13,FBXO6
ASB13,FBXO7
ASB13,FBXL7
ASB13,FBXL8
RBX1,TRIP12
HERC6,WSB1
RNF138,UBE2R2
MIB2,UBAC1
FBXL15,GAN
ASB13,FBXL5
ASB13,FBXL3
KLHL20,TRAF7
ASB13,FBXL4
ASB6,FBXO15
RNF138,UBE2Q2
ASB6,FBXO17
SPSB2,UBR1
RNF138,UBE2Q1
ASB6,FBXO10
SPSB2,UBR4
SPSB2,UBR2
ANAPC11,KLHL13
ASB2,RNF14
ANAPC11,KLHL11
FBXO44,RNF138
TRAF7,TRIM37
TRAF7,TRIM36
FBXO32,RNF25
TRAF7,TRIM32
KBTBD8,UBA52
MIB2,SMURF2
RNF217,UBE2D2
RNF217,UBE2D1
RNF217,UBE2D4
RNF217,UBE2D3
ASB12,SKP1
ASB12,SKP2
FBXO41,UBA52
MIB2,SMURF1
TRAF7,TRIM41
FBXO32,RNF14
ASB13,RNF182
KLHL5,MIB2
RNF217,UBE2E1
RNF217,UBE2E3
RNF217,UBE2E2
FBXL5,RNF111
FBXL5,RNF114
FBXL5,RNF115
ASB6,FBXO41
RNF138,UBE2V2
ASB6,FBXO40
FBXO2,MYLIP
TRAF7,TRIM11
FBXO32,RNF41
ASB6,FBXO44
CBLB,ZBTB16
FBXO32,RNF34
FBXL8,NEDD4L
TRAF7,TRIM21
ASB13,RNF19A
ASB13,RNF19B
ANAPC5,ASB11
ANAPC5,ASB10
SIAH2,UBA52
ANAPC5,ASB13
ANAPC5,ASB12
ANAPC5,ASB15
ANAPC5,ASB14
ANAPC5,ASB17
ANAPC5,ASB16
FBXL5,RNF130
ANAPC7,KBTBD6
ANAPC7,KBTBD7
LONRF1,RNF4
ASB17,RNF144B
ANAPC7,KBTBD8
LONRF1,RNF6
LONRF1,RNF7
FBXL5,UBE2V2
TRAF7,TRIM71
ITCH,RNF14
ASB13,RNF130
UBE2V2,UNKL
KEAP1,RNF14
ASB13,RNF126
FBXL5,RNF138
RNF217,UBE2J2
FBXL5,RNF123
RNF217,UBE2J1
FBXL19,WWP1
FBXL5,RNF126
ITCH,RNF25
ASB13,FBXW4
ASB13,FBXW5
NEDD4,SH3RF1
ASB13,FBXW2
KEAP1,RNF25
ASB13,FBXW8
CCNF,UBOX5
ASB13,FBXW9
ASB13,RNF138
KBTBD7,KEAP1
ASB13,FBXW7
FBXL19,MKRN1
HERC6,KEAP1
RNF217,UBE2G1
FBXO9,VHL
ITCH,RNF34
RNF111,SH3RF1
TRAF7,TRIM50
FBXW12,SPSB2
FBXW12,SPSB1
KEAP1,RNF34
LNX1,RBCK1
FBXW12,SPSB4
SAR1B,SEC24C
SAR1B,SEC24D
SAR1B,SEC24A
SAR1B,SEC24B
TRAF7,TRIM69
ANAPC11,NEDD4L
TRAF7,TRIM63
ITCH,RNF41
RNF217,UBE2G2
KEAP1,RNF41
B2M,TAPBP
SAR1B,SEC23A
FBXL18,LMO7
KBTBD7,SPSB1
KBTBD7,SPSB2
KLHL9,WSB1
KBTBD7,SPSB4
ASB3,UBOX5
KEAP1,WSB1
BTBD1,UNKL
HACE1,RNF14
HERC6,TRIM71
FBXO2,RBX1
HERC6,TRIM69
UBE2S,ZBTB16
HERC6,TRIM63
SIAH1,SPSB1
SIAH1,SPSB2
ASB12,UBE2O
ASB12,UBE2N
SIAH1,SPSB4
ASB12,UBE2M
DET1,GAN
ASB12,UBE2K
ASB12,UBE2H
ASB12,UBE2F
FBXW12,KEAP1
ASB12,UBE2C
ASB12,UBE2B
ASB12,UBE2A
ASB10,UBE4A
FBXO6,STUB1
HACE1,RNF34
DET1,DZIP3
ASB10,UBE2W
ASB10,UBE2U
ASB10,UBE2Z
KLHL9,LRRC41
ASB10,UBE3C
HACE1,RNF25
ASB10,UBE3A
ASB10,UBE3B
ASB10,UBE2F
ASB10,UBE2K
ASB10,UBE2H
ASB10,UBE2N
ASB10,UBE2O
ASB10,UBE2M
ASB15,UBA52
ASB10,UBE2S
SKP2,WSB1
MIB2,UBA52
ASB10,UBE2B
ASB10,UBE2C
HERC6,TRIM11
ASB10,UBE2A
FBXO6,RCHY1
ANAPC4,SKP1
KBTBD8,UBAC1
ASB16,LONRF1
UBE2E1,UBOX5
ANAPC5,LONRF1
HERC6,TRIM21
ASB16,ITCH
FBXL22,UBR2
FBXL22,UBR1
FBXO40,PJA1
FBXO40,PJA2
FBXO4,SOCS1
FBXO4,SOCS3
FBXL22,UBR4
UBE4A,UBOX5
HERC6,TRIM36
HERC6,TRIM37
RNF7,UBC
HERC6,TRIM32
RNF7,UBB
HERC6,TRIM50
FBXL20,MKRN1
ASB9,KBTBD6
HECTD2,WSB1
FBXL16,SMURF2
FBXL16,SMURF1
ASB9,KBTBD8
ASB9,KBTBD7
HERC6,TRIM41
SKP1,UBR4
FBXW7,UBE2H
FBXL12,FBXW12
SKP1,UBR1
FBXL13,RNF14
SKP1,UBR2
FBXW7,UBE2N
FBXW7,UBE2M
FBXL12,FBXW11
FBXW7,UBE2K
ANAPC4,FBXO21
ASB5,TRAIP
ANAPC4,FBXO22
FBXW7,UBE2O
FBXW7,UBE2U
FBXW7,UBE2S
FBXW7,UBE2Z
ANAPC4,FBXO27
FBXW7,UBE2W
RNF138,UBE2G2
FBXW7,UBE3C
FBXO41,SIAH2
ANAPC10,RNF19A
FBXW7,UBE3B
ANAPC10,RNF19B
FBXW7,UBE3A
RNF138,UBE2G1
FBXO41,SIAH1
FBXL13,RNF25
LNX1,SOCS1
PDIA3,TAP1
ANAPC4,FBXO10
PDIA3,TAP2
LNX1,SOCS3
ASB13,UBB
ASB13,UBC
ANAPC4,FBXO17
FBXO27,UBR4
ANAPC4,FBXO15
STUB1,TRAF7
FBXW7,UBE2B
FBXW7,UBE2A
FBXW7,UBE2F
MGRN1,UBE4A
FBXW7,UBE2C
FBXL13,RNF34
UBE2B,ZBTB16
MGRN1,UBE2S
MGRN1,UBE2U
ANAPC2,FBXL7
MGRN1,UBE2W
ANAPC2,FBXL8
ANAPC2,FBXL3
MGRN1,UBE2H
MGRN1,UBE2K
ANAPC2,FBXL5
ANAPC2,FBXL4
MGRN1,UBE2M
FBXO27,UBR2
MGRN1,UBE2O
FBXO27,UBR1
MGRN1,UBE2N
MGRN1,UBE3B
MGRN1,UBE3A
FBXO4,NEDD4
RCHY1,UBAC1
MGRN1,UBE3C
HERC4,TRIP12
RNF138,UBE2E1
MGRN1,UBE2Z
RNF138,UBE2E2
RNF138,UBE2E3
FBXO44,RNF220
FBXL13,RNF41
ANAPC10,RNF182
MGRN1,UBE2A
MGRN1,UBE2C
MGRN1,UBE2B
FBXO41,UBAC1
KBTBD6,NEDD4L
MGRN1,UBE2F
FBXO44,RNF217
FBXW7,UBE4A
KLHL20,MIB2
RNF138,UBE2D3
HERC6,SPSB4
FBXO44,RNF213
RNF138,UBE2D4
RNF138,UBE2D1
FBXW11,LRSAM1
HERC6,SPSB2
RNF138,UBE2D2
HERC6,SPSB1
RNF138,UBE2L3
ASB13,MEX3C
ASB12,UBE4A
CUL5,TRIM4
FBXO15,HECW2
FBXL21,LRRC41
RNF144B,SMURF1
UBR1,UNKL
RNF144B,SMURF2
CUL5,TRIM9
ASB5,TRAF7
SIAH2,UBAC1
ANAPC2,FBXO9
ANAPC2,FBXO6
HERC4,SPSB4
ANAPC2,FBXO7
HERC4,SPSB1
ANAPC2,FBXO2
HERC4,SPSB2
ANAPC2,FBXO4
ASB12,UBE3C
ASB12,UBE3B
ASB12,UBE3A
HACE1,RNF41
ASB12,UBE2Z
RCHY1,SIAH1
RCHY1,SIAH2
ASB12,UBE2W
ASB12,UBE2U
STUB1,TRAIP
ASB12,UBE2S
ASB6,RNF220
HERC5,UBR4
RNF138,UBE2J1
RNF138,UBE2J2
ANAPC10,RNF138
ASB6,RNF217
ANAPC4,FBXO44
ASB7,TRAF7
ANAPC4,FBXO41
ANAPC4,FBXO40
ANAPC10,RNF130
KLHL3,RPS27A
ASB6,RNF213
HERC5,UBR1
HERC5,UBR2
FBXO17,RNF144B
ANAPC4,FBXO32
HECTD1,UBR4
ANAPC4,FBXO30
ANAPC4,FBXO31
HECTD1,UBR2
HECTD1,UBR1
CCNF,HECW2
GAN,LMO7
ANAPC10,RNF111
ANAPC10,RNF115
ANAPC10,RNF114
SOCS1,TRIP12
ASB15,FBXL7
FBXL21,RNF130
ASB15,FBXL8
ASB15,FBXL5
ASB15,FBXL3
ASB14,KLHL11
FBXL21,RNF123
ASB15,FBXL4
ASB11,UBE2J2
ASB11,UBE2J1
ANAPC13,MEX3C
ASB6,UBE2Q2
ASB6,UBE2Q1
FBXL21,RNF126
ASB14,KLHL13
ANAPC10,RNF123
LONRF1,SOCS3
ANAPC10,RNF126
LNX1,NEDD4
FBXO9,HECTD3
FBXO44,UBE2E2
FBXO44,UBE2E1
FBXO44,UBE2E3
CDC27,LRRC41
FBXO44,UBE2D4
HECTD1,UBA52
FBXL21,RNF111
FBXL21,RNF115
KBTBD6,UBA52
FBXL21,RNF114
LONRF1,SOCS1
UBE3B,WWP1
FBXO44,UBE2D1
ANAPC7,HUWE1
TRIM9,UBE3C
FBXO44,UBE2D3
TRIM9,UBE3A
FBXO44,UBE2D2
TRIM9,UBE3B
TRIM9,UBE2W
TRIM9,UBE2U
TRIM9,UBE2Z
FBXO9,HECTD1
FBXO9,HECTD2
TRIM9,UBE2N
