X1,X2
PRMT3,RPS2
AEBP2,EED
BRD8,EP400
BRD8,DMAP1
HIST1H4A,WDR5
ACTB,YEATS4
ACTL6A,MEAF6
HIST1H4A,OGT
HAT1,RBBP7
PRMT5,SMARCB1
NCOR2,TBL1X
BRD8,KAT5
BRD8,EPC1
ACTB,HIST1H4A
SMARCA4,WDR77
ING3,YEATS4
KAT5,YEATS4
KAT5,MORF4L2
EPC1,HIST1H4A
NFKB2,SETD6
HIST1H4A,MCRS1
KAT5,MORF4L1
SETDB1,SUV39H1
JAK2,PRMT5
SETDB1,SUV39H2
EPC1,KAT5
GPS2,HDAC3
PRMT5,SMARCC2
PRMT5,SMARCC1
ING5,MEAF6
EPC1,TRRAP
EP400,MORF4L1
EP400,MORF4L2
ACTL6A,MORF4L2
ATF2,HIST1H2BA
ACTL6A,TRRAP
ATF2,HIST1H2BB
HIST1H4A,PHF20
KAT5,MEAF6
SMARCA2,WDR77
ATF2,HIST1H2BJ
ATF2,HIST1H2BH
DMAP1,TRRAP
SMARCC2,WDR77
ATF2,HIST1H2BC
ATF2,HIST1H2BD
ATF2,HIST1H2BO
ATF2,HIST1H2BM
ATF2,HIST1H2BN
ATF2,HIST1H2BK
ATF2,HIST1H2BL
HIST1H4A,PRMT6
CDK4,PRMT5
MORF4L2,YEATS4
KAT5,VPS72
HIST1H4A,VPS72
HIST1H4A,PRMT1
DNMT3A,HIST1H4A
NFKB1,SETD6
DMAP1,RUVBL2
DMAP1,RUVBL1
MORF4L2,TRRAP
CDK4,SMARCA4
MORF4L2,RUVBL2
CDK4,SMARCA2
MORF4L2,RUVBL1
AEBP2,RBBP7
BRWD1,HIST1H3A
DMAP1,YEATS4
ACTL6A,KAT5
ACTL6A,EPC1
HIST1H4A,MEAF6
BRD8,HIST1H4A
DMAP1,KAT5
SMARCA2,SMARCB1
AEBP2,RBBP4
DMAP1,EPC1
EPC1,MORF4L1
EPC1,MORF4L2
ATF2,HIST1H4A
CLOCK,HIST1H4A
ATF7IP,SUV39H2
ATF7IP,SUV39H1
CCND1,WDR77
EP400,VPS72
BRD8,ING3
PRMT5,WDR77
CREBBP,HIST1H4A
EPC1,ING3
HCFC1,HIST1H4A
SMARCA2,SMARCC1
SMARCA2,SMARCC2
NCOA1,PAX3
ACTL6A,MORF4L1
MEAF6,YEATS4
MORF4L2,VPS72
HDAC3,TBL1X
BRD8,YEATS4
HIST1H3A,ING4
NCOR1,TBL1XR1
HIST1H3A,ING5
ACTB,VPS72
BRD8,RUVBL2
RUVBL1,TRRAP
BRD8,RUVBL1
BRPF1,MEAF6
ACTL6A,VPS72
TBL1X,TBL1XR1
MEAF6,RUVBL2
MEAF6,RUVBL1
ELP3,ELP4
CDK4,WDR77
HIST1H4A,RUVBL2
BRD8,TRRAP
MCRS1,PHF20
ACTB,ACTL6A
HIST1H4A,MORF4L2
HIST1H4A,MORF4L1
HCFC1,PHF20
BRD8,MORF4L2
BRD8,MORF4L1
HIST1H4A,YEATS4
ACTL6A,EP400
SMARCC1,SMARCC2
ELP3,HIST1H4A
ACTB,EP400
SMARCA4,SMARCB1
TRRAP,YEATS4
DMAP1,ING3
TRRAP,VPS72
CCND1,SMARCC2
ING4,MEAF6
SETD1B,SETDB1
CCND1,SMARCC1
MSL1,MSL3
MSL1,MSL2
CDK4,SMARCB1
ACTL6A,DMAP1
OGT,WDR5
ACTB,DMAP1
CDK4,SMARCC1
RUVBL2,YEATS4
SMARCC1,WDR77
SMARCA4,SMARCC1
SMARCA4,SMARCC2
EP400,YEATS4
ING3,MEAF6
ING3,TRRAP
RUVBL2,TRRAP
ACTL6A,HIST1H4A
EP400,RUVBL2
EP400,RUVBL1
SETDB1,SETDB2
CDK4,SMARCC2
ACTB,TRRAP
BRWD1,SMARCA4
MEAF6,TRRAP
BRD8,VPS72
RUVBL1,VPS72
EP400,ING3
KAT5,RUVBL1
VPS72,YEATS4
KAT5,RUVBL2
EP400,HIST1H4A
CCND1,SMARCA2
CCND1,SMARCA4
HCFC1,OGT
HDAC3,TBL1XR1
ING3,VPS72
ACTB,RUVBL2
ACTB,RUVBL1
ACTB,EPC1
HIST1H4A,ING3
ACTB,KAT5
EPC1,RUVBL2
RUVBL1,YEATS4
EPC1,RUVBL1
BRD8,MEAF6
MCRS1,WDR5
CCND1,SMARCB1
ACTL6A,BRD8
KAT5,TRRAP
NCOR2,TBL1XR1
DMAP1,EP400
EPC1,YEATS4
EPC1,MEAF6
HIST1H3A,MEAF6
MORF4L1,VPS72
GPS2,NCOR1
GPS2,NCOR2
PHF20,WDR5
ATF7IP,SETDB1
AEBP2,EZH2
DMAP1,MORF4L2
DMAP1,MORF4L1
DMAP1,VPS72
RELA,SETD6
CCND1,PRMT5
ELP4,HIST1H4A
MORF4L1,YEATS4
MSL2,MSL3
EPC1,VPS72
DMAP1,MEAF6
ING3,MORF4L2
MORF4L1,RUVBL2
ATF7IP,SETDB2
MORF4L1,RUVBL1
ING3,MORF4L1
ATF7IP,SETD1B
PPARA,TBL1XR1
NCOA6,TBL1XR1
RORA,SMARCD3
RXRA,TGS1
NCOA6,RXRA
NCOA1,RXRA
RXRA,TBL1X
EP300,RORA
PPARA,SMARCD3
CHD9,PPARA
CHD9,RORA
PPARA,TGS1
NCOA1,TBL1X
PPARA,RXRA
NCOA2,RXRA
TBL1XR1,TGS1
MED1,RXRA
EP300,NCOA2
MED1,TBL1XR1
EP300,PPARA
EP300,NCOA1
EP300,NCOA6
CHD9,TBL1X
NCOA1,PPARA
NCOA2,TBL1XR1
CREBBP,TBL1XR1
CREBBP,RORA
CREBBP,RXRA
NCOA6,RORA
CHD9,EP300
SMARCD3,TBL1XR1
NCOA2,PPARA
NCOA2,TBL1X
MED1,TBL1X
RXRA,SMARCD3
TBL1X,TGS1
EP300,TGS1
EP300,TBL1X
PPARA,RORA
EP300,RXRA
NCOA1,RORA
NCOA6,TBL1X
PPARA,TBL1X
RXRA,TBL1XR1
EP300,TBL1XR1
CREBBP,TBL1X
MED1,PPARA
CHD9,TBL1XR1
MED1,RORA
RORA,RXRA
EP300,MED1
CHD9,RXRA
EP300,SMARCD3
SMARCD3,TBL1X
RORA,TGS1
CREBBP,PPARA
NCOA2,RORA
RORA,TBL1XR1
NCOA6,PPARA
RORA,TBL1X
NCOA1,TBL1XR1
CDT1,UBC
CDT1,UBB
GMNN,PSMD13
GMNN,PSMD12
GMNN,PSMD11
GMNN,PSMD10
GMNN,PSMD14
GMNN,UBA52
GMNN,RPS27A
CDT1,UBA52
CDT1,RPS27A
GMNN,PSMF1
GMNN,PSMB9
GMNN,PSMB8
GMNN,PSMB7
GMNN,PSMB6
GMNN,PSMB5
GMNN,PSMB4
GMNN,PSMB3
GMNN,PSMB2
GMNN,PSMB1
GMNN,PSMC6
GMNN,PSMC5
GMNN,PSMC4
GMNN,PSMC3
GMNN,PSMC2
GMNN,PSMC1
GMNN,PSMD9
GMNN,PSMD8
GMNN,PSMD7
GMNN,PSMD6
GMNN,PSMD5
GMNN,PSMD4
GMNN,PSMD3
GMNN,PSMD2
GMNN,PSMD1
GMNN,PSME4
GMNN,PSME3
GMNN,PSME1
GMNN,PSMA8
GMNN,PSMA7
GMNN,PSMA5
GMNN,PSMA4
GMNN,PSMA3
GMNN,PSMA2
GMNN,PSMA1
GMNN,PSMB10
GMNN,UBC
GMNN,UBB
EED,NCOR1
CREBBP,RBBP5
POLR2E,POLR2L
NCOA3,RARG
POLR2B,RXRA
CREBBP,RBBP7
NCOR1,PCGF2
CREBBP,RBBP4
HOXB3,KDM6A
POLR2E,POLR2J
POLR2E,POLR2K
POLR2E,POLR2H
POLR2E,POLR2I
POLR2E,POLR2F
POLR2E,POLR2G
CTCF,EED
POLR2K,RARB
POLR2K,RARA
POLR2K,RARG
CTCF,RBBP7
NCOA3,PAX6
CTCF,RBBP5
CTCF,RBBP4
POLR2E,RBBP5
CTCF,RARB
NCOA3,PCGF2
RARA,WDR5
POLR2E,RBBP4
CTCF,RARA
NCOA3,RARB
NCOA3,RARA
POLR2E,RBBP7
MEIS1,WDR5
RARA,RBBP4
CTCF,NCOR1
RARA,RBBP5
RARA,RBBP7
POLR2L,WDR5
HDAC3,HIST1H3A
KDM6A,PAXIP1
NCOA6,PBX1
HOXB3,WDR5
POLR2K,YY1
POLR2B,ZNF335
NCOA6,PIAS2
CTCF,H3F3A
POLR2J,ZNF335
HDAC3,HIST1H4A
KDM6A,PCGF2
POLR2J,RBBP7
POLR2J,RBBP4
CREBBP,NCOR1
POLR2J,RBBP5
MAFB,PBX1
CREBBP,H3F3A
EGR2,NCOA3
ASH2L,CREBBP
EGR2,PAXIP1
EGR2,NCOA6
PAX6,YY1
POLR2E,WDR5
RXRA,SUZ12
HOXB1,RXRA
HOXB1,POLR2L
HOXB1,POLR2K
HOXB1,POLR2J
HOXB1,POLR2I
HOXB1,POLR2H
HOXB1,POLR2G
RBBP5,RBBP7
HOXB1,POLR2F
HOXB1,POLR2E
HOXB1,POLR2D
PAX6,PAXIP1
KDM6A,RBBP7
KDM6A,RBBP4
KDM6A,RBBP5
NCOA3,YY1
ASH2L,NCOA3
ASH2L,NCOA6
PIAS2,WDR5
CNOT6,WDR5
CREBBP,WDR5
EP300,EZH2
EGR2,HIST1H4A
PAXIP1,ZNF335
NCOR1,WDR5
POLR2J,YY1
NCOA3,RBBP7
NCOA3,RBBP4
NCOA3,RBBP5
JUN,KDM6A
ASH2L,MAFB
POLR2F,SUZ12
EP300,PKNOX1
EGR2,RXRA
EGR2,HIST1H3A
CTCF,MAFB
HIST1H3A,NCOA6
HIST1H3A,NCOA3
ASH2L,PKNOX1
HIST1H4A,PAXIP1
POLR2D,WDR5
EED,RBBP5
CNOT6,RBBP5
EED,HOXA1
H3F3A,RXRA
POLR2B,POLR2L
POLR2B,POLR2K
POLR2B,POLR2J
CTCF,WDR5
POLR2B,POLR2I
NCOA3,WDR5
EP300,PAXIP1
POLR2J,RARG
H3F3A,PIAS2
ASH2L,HIST1H4A
HIST1H3A,HOXB1
SUZ12,YY1
POLR2H,POLR2I
POLR2H,POLR2J
CNOT6,H3F3A
NCOR1,RBBP5
HDAC3,SUZ12
NCOR1,RBBP4
POLR2H,POLR2K
HDAC3,KDM6A
POLR2H,POLR2L
ASH2L,HIST1H3A
PBX1,RBBP5
POLR2B,POLR2D
KDM6A,ZNF335
POLR2B,POLR2C
NCOR1,RBBP7
POLR2B,POLR2H
POLR2J,RARA
POLR2B,POLR2G
POLR2J,RARB
POLR2K,SUZ12
POLR2B,POLR2F
POLR2B,POLR2E
MEIS1,NCOA3
CTCF,SUZ12
HOXA1,NCOA6
POLR2E,ZNF335
HOXA1,NCOA3
MEIS1,NCOA6
HIST1H3A,HOXA1
POLR2K,WDR5
ASH2L,PIAS2
POLR2I,YY1
PCGF2,RBBP7
POLR2L,RARA
POLR2L,RARB
HOXB3,PAXIP1
EZH2,PAX6
POLR2L,RARG
EED,PAXIP1
CREBBP,SUZ12
MEIS1,RBBP5
EZH2,KDM6A
EP300,HDAC3
HIST1H3A,PCGF2
PCGF2,RBBP5
PCGF2,RBBP4
POLR2J,SUZ12
EP300,SUZ12
MAFB,PAXIP1
PKNOX1,RXRA
HIST1H4A,MEIS1
EZH2,RARB
EZH2,RARA
EZH2,RARG
ASH2L,RARA
CTCF,POLR2A
CTCF,POLR2B
CTCF,POLR2C
CTCF,POLR2D
CTCF,POLR2E
RBBP7,YY1
CTCF,POLR2F
CTCF,POLR2G
ASH2L,RARG
ASH2L,RARB
POLR2C,RARG
POLR2C,RARA
POLR2C,RARB
CTCF,POLR2H
NCOA3,SUZ12
CTCF,POLR2I
CTCF,POLR2J
CTCF,POLR2K
CTCF,POLR2L
EED,YY1
ASH2L,PAX6
HOXB3,POLR2G
PIAS2,RARA
POLR2E,RARA
HOXB3,POLR2F
HOXB3,POLR2I
HOXB3,POLR2H
HOXB3,POLR2K
POLR2F,WDR5
HOXB3,POLR2J
PIAS2,RARG
HOXB3,POLR2L
CREBBP,EED
RARB,YY1
HOXB1,RBBP5
HOXB3,PIAS2
EED,EP300
HIST1H3A,PBX1
EED,PCGF2
POLR2E,RARG
CNOT6,EP300
CTCF,HIST1H3A
POLR2E,RARB
EGR2,PIAS2
CNOT6,PAXIP1
ASH2L,CNOT6
MAFB,PKNOX1
HOXB3,POLR2A
HOXB3,POLR2C
KDM6A,NCOR1
HOXB3,POLR2B
KDM6A,PBX1
HOXB3,POLR2E
HOXB3,POLR2D
POLR2I,RXRA
NCOA3,NCOA6
HIST1H4A,PBX1
CTCF,PAXIP1
HIST1H3A,HOXB3
NCOA3,ZNF335
RARG,RXRA
KDM6A,PKNOX1
POLR2C,POLR2J
POLR2J,WDR5
POLR2C,POLR2K
POLR2C,POLR2L
EGR2,RBBP5
RARB,RBBP4
HIST1H3A,WDR5
RARB,RBBP5
RARB,RBBP7
H3F3A,HOXB3
HIST1H4A,POLR2L
HIST1H4A,POLR2K
H3F3A,HOXB1
HIST1H4A,POLR2J
PAX6,RBBP5
PAX6,RBBP4
EED,NCOA3
PAX6,RBBP7
POLR2C,POLR2F
POLR2C,POLR2G
POLR2C,POLR2H
RARA,YY1
POLR2C,POLR2I
EED,NCOA6
POLR2C,POLR2D
POLR2C,POLR2E
HIST1H3A,RBBP5
ASH2L,YY1
PAX6,RXRA
H3F3A,HOXA1
KDM6A,WDR5
ASH2L,RXRA
POLR2H,YY1
EP300,NCOR1
POLR2D,RXRA
POLR2B,SUZ12
H3F3A,PBX1
NCOR1,SUZ12
POLR2I,SUZ12
POLR2K,RXRA
EGR2,MAFB
POLR2K,RBBP5
POLR2K,RBBP7
POLR2D,RBBP4
POLR2D,RBBP5
POLR2D,RBBP7
POLR2K,RBBP4
CTCF,HIST1H4A
HIST1H4A,KDM6A
EP300,RBBP7
HIST1H4A,POLR2A
RBBP4,YY1
EED,WDR5
HIST1H4A,POLR2E
HIST1H4A,POLR2D
HIST1H4A,POLR2C
EGR2,EP300
RARG,RBBP7
HIST1H4A,POLR2B
HIST1H4A,POLR2I
HIST1H4A,POLR2H
RARG,RBBP5
EP300,RBBP5
RARG,RBBP4
HIST1H4A,POLR2G
EP300,RBBP4
HIST1H4A,POLR2F
HDAC3,WDR5
PIAS2,RXRA
H3F3A,PCGF2
POLR2D,SUZ12
JUN,RBBP5
PAX6,POLR2K
PAX6,POLR2L
PAX6,POLR2G
PAX6,POLR2H
MEIS1,RXRA
PAX6,POLR2I
PAX6,POLR2J
PAX6,POLR2C
PAX6,POLR2D
PAX6,POLR2E
PAX6,POLR2F
PAX6,POLR2A
PAX6,POLR2B
RBBP5,YY1
PKNOX1,POLR2G
PKNOX1,POLR2H
PKNOX1,POLR2E
PKNOX1,POLR2F
PKNOX1,POLR2C
POLR2C,WDR5
PKNOX1,POLR2D
PKNOX1,POLR2A
PKNOX1,POLR2B
HIST1H3A,MAFB
HDAC3,PAXIP1
EGR2,RARG
RARG,WDR5
NCOR1,YY1
PKNOX1,POLR2K
PKNOX1,POLR2L
PKNOX1,POLR2I
EGR2,RARA
PKNOX1,POLR2J
EGR2,JUN
POLR2A,RARG
POLR2A,RARA
POLR2A,RARB
KDM6A,MAFB
POLR2A,RBBP7
POLR2A,RBBP4
POLR2A,RBBP5
HOXB1,NCOA6
NCOA6,POLR2L
HOXB1,NCOA3
NCOA6,POLR2K
NCOA6,POLR2H
NCOA6,POLR2G
NCOA6,POLR2J
NCOA6,POLR2I
HOXA1,KDM6A
NCOA6,POLR2D
NCOA6,POLR2C
NCOA6,POLR2F
NCOA6,POLR2E
POLR2G,SUZ12
HIST1H3A,NCOR1
NCOA6,POLR2B
NCOA6,POLR2A
PCGF2,RARB
CNOT6,KDM6A
HOXA1,RXRA
PIAS2,PKNOX1
PCGF2,RARA
H3F3A,YY1
NCOA3,PIAS2
H3F3A,PAXIP1
POLR2B,RBBP7
NCOA6,ZNF335
HIST1H3A,YY1
CREBBP,PCGF2
EZH2,PAXIP1
POLR2B,RBBP4
POLR2B,RBBP5
RBBP4,WDR5
EZH2,HDAC3
JUN,MAFB
POLR2J,POLR2K
POLR2J,POLR2L
MEIS1,PAXIP1
POLR2L,RXRA
EZH2,PCGF2
POLR2H,RBBP5
NCOA3,POLR2J
NCOA3,POLR2K
POLR2H,RBBP4
HIST1H4A,PIAS2
NCOA3,POLR2H
POLR2H,RBBP7
NCOA3,POLR2I
PCGF2,RXRA
POLR2E,SUZ12
POLR2C,ZNF335
RBBP5,RXRA
NCOA3,POLR2L
CTCF,KDM6A
NCOA3,POLR2B
NCOA3,POLR2C
HIST1H3A,PAXIP1
EZH2,RXRA
NCOA3,POLR2A
NCOA3,POLR2F
EGR2,HOXB1
NCOA3,POLR2G
NCOA3,POLR2D
EGR2,HOXB3
NCOA3,POLR2E
POLR2A,RXRA
HOXB3,NCOA3
HIST1H4A,ZNF335
RARB,SUZ12
HOXB3,NCOA6
ASH2L,JUN
POLR2E,RXRA
CREBBP,PAXIP1
PAXIP1,RXRA
EGR2,PKNOX1
ASH2L,MEIS1
PAX6,SUZ12
HOXB1,POLR2C
HOXB1,POLR2B
JUN,PAXIP1
RARG,SUZ12
HOXB1,POLR2A
POLR2C,RBBP4
POLR2C,RBBP7
POLR2C,RBBP5
HOXB3,RARA
MEIS1,RARG
MEIS1,RARA
HOXB3,RARG
POLR2I,RBBP7
POLR2I,RBBP5
POLR2I,RBBP4
POLR2D,RARB
POLR2D,RARA
PAXIP1,POLR2A
EGR2,H3F3A
PAXIP1,POLR2B
EP300,HOXB1
PAXIP1,POLR2C
PAXIP1,POLR2D
PAXIP1,POLR2E
POLR2H,RXRA
POLR2D,RARG
PAXIP1,POLR2F
POLR2A,SUZ12
POLR2F,RBBP7
EP300,HOXA1
POLR2F,RBBP5
PBX1,PKNOX1
POLR2F,RBBP4
MAFB,NCOA6
RARA,SUZ12
MEIS1,PKNOX1
EP300,PCGF2
CNOT6,RARG
CNOT6,RARA
CREBBP,RARA
CREBBP,RARB
HIST1H3A,JUN
PCGF2,YY1
PAXIP1,PIAS2
EP300,HOXB3
ASH2L,KDM6A
RXRA,WDR5
HOXB1,HOXB3
POLR2G,RBBP4
POLR2G,WDR5
RARA,RXRA
POLR2G,RBBP7
POLR2G,RBBP5
H3F3A,NCOA3
H3F3A,NCOA6
KDM6A,NCOA3
KDM6A,NCOA6
HDAC3,RBBP7
HDAC3,RBBP5
HDAC3,RBBP4
CREBBP,PAX6
H3F3A,PKNOX1
CTCF,PBX1
POLR2H,ZNF335
ASH2L,EGR2
EP300,H3F3A
PAXIP1,POLR2G
PAXIP1,POLR2H
PAXIP1,POLR2I
PAXIP1,POLR2J
PAXIP1,POLR2K
CTCF,EZH2
PAXIP1,POLR2L
POLR2L,YY1
RARA,ZNF335
JUN,WDR5
POLR2A,POLR2J
POLR2D,YY1
POLR2A,POLR2K
POLR2A,POLR2H
POLR2A,POLR2I
PAXIP1,WDR5
POLR2A,POLR2L
EZH2,RBBP5
POLR2I,POLR2K
POLR2I,POLR2J
RXRA,YY1
POLR2I,POLR2L
POLR2A,POLR2B
POLR2A,POLR2C
POLR2A,POLR2F
KDM6A,YY1
POLR2A,POLR2G
POLR2A,POLR2D
POLR2A,POLR2E
CNOT6,POLR2L
CNOT6,POLR2K
RARB,RXRA
CNOT6,POLR2J
EP300,NCOA3
POLR2H,SUZ12
ASH2L,ZNF335
POLR2H,WDR5
PCGF2,POLR2B
PCGF2,POLR2C
PCGF2,POLR2A
HOXA1,WDR5
NCOA6,PAXIP1
WDR5,ZNF335
PCGF2,POLR2J
PCGF2,POLR2K
PCGF2,POLR2H
PCGF2,POLR2I
RBBP4,RXRA
PCGF2,POLR2F
PCGF2,POLR2G
PCGF2,POLR2D
PCGF2,POLR2E
PCGF2,POLR2L
CNOT6,POLR2A
CNOT6,POLR2E
CNOT6,POLR2D
CNOT6,POLR2C
CNOT6,POLR2B
NCOA6,RBBP4
CNOT6,POLR2I
NCOA6,RBBP5
CNOT6,POLR2H
CNOT6,POLR2G
NCOA6,RBBP7
CNOT6,POLR2F
EZH2,NCOR1
POLR2F,ZNF335
POLR2C,SUZ12
NCOA3,PBX1
H3F3A,HDAC3
ASH2L,HDAC3
EP300,RARB
EP300,RARG
HDAC3,POLR2J
HDAC3,POLR2I
HDAC3,POLR2L
HDAC3,POLR2K
CREBBP,HIST1H3A
POLR2E,YY1
POLR2L,RBBP7
POLR2L,RBBP4
POLR2L,RBBP5
HDAC3,POLR2B
HDAC3,POLR2A
HDAC3,POLR2D
HDAC3,POLR2C
HDAC3,POLR2F
HDAC3,POLR2E
HDAC3,POLR2H
HDAC3,POLR2G
EED,PAX6
HOXA1,POLR2D
HOXA1,POLR2C
HOXA1,POLR2B
HOXA1,POLR2A
EP300,HIST1H3A
ASH2L,SUZ12
NCOA6,PAX6
NCOA6,RARG
HDAC3,NCOA6
NCOA6,RARA
NCOA6,RARB
HDAC3,NCOA3
ASH2L,POLR2L
POLR2G,RARG
EP300,HIST1H4A
ASH2L,POLR2D
ASH2L,POLR2E
ASH2L,POLR2F
ASH2L,POLR2G
ASH2L,POLR2H
RBBP7,WDR5
ASH2L,POLR2I
ASH2L,POLR2J
ASH2L,POLR2K
ASH2L,POLR2A
ASH2L,POLR2B
ASH2L,POLR2C
POLR2G,RARB
POLR2G,RARA
HIST1H3A,PKNOX1
NCOR1,POLR2D
NCOR1,POLR2C
POLR2F,RXRA
NCOR1,POLR2B
NCOR1,POLR2A
NCOR1,POLR2H
NCOR1,POLR2G
NCOR1,POLR2F
NCOR1,POLR2E
NCOR1,POLR2L
NCOR1,POLR2K
NCOR1,POLR2J
NCOR1,POLR2I
HOXA1,RBBP7
HOXA1,RBBP4
HOXA1,RBBP5
EP300,PAX6
HIST1H4A,MAFB
EP300,RARA
EED,KDM6A
PAXIP1,RARG
CNOT6,ZNF335
PAXIP1,RARA
PAXIP1,RARB
H3F3A,JUN
RBBP5,ZNF335
POLR2F,POLR2G
KDM6A,PAX6
POLR2F,POLR2H
PAXIP1,PCGF2
POLR2F,POLR2I
EP300,POLR2A
MAFB,WDR5
POLR2F,POLR2J
POLR2F,POLR2K
EP300,POLR2C
EZH2,POLR2A
POLR2F,POLR2L
EP300,POLR2B
EZH2,POLR2B
EP300,POLR2E
EP300,POLR2D
HIST1H3A,RARG
EP300,POLR2G
EP300,POLR2F
HIST1H3A,RARA
EP300,POLR2I
EP300,POLR2H
HIST1H3A,RARB
POLR2F,YY1
EP300,POLR2K
EP300,POLR2J
POLR2H,RARA
EZH2,POLR2K
POLR2H,RARB
EZH2,POLR2L
KDM6A,RARG
EED,POLR2L
HOXA1,RARA
KDM6A,RARA
EED,POLR2J
KDM6A,RARB
EED,POLR2K
CNOT6,HIST1H3A
EED,POLR2H
EED,POLR2I
EZH2,POLR2C
EZH2,POLR2D
POLR2A,ZNF335
HOXA1,RARG
EZH2,HOXA1
EZH2,POLR2E
EZH2,POLR2F
EZH2,POLR2G
KDM6A,PIAS2
EZH2,POLR2H
EZH2,POLR2I
EZH2,POLR2J
HIST1H4A,PAX6
ASH2L,RBBP7
POLR2K,ZNF335
NCOA3,PAXIP1
H3F3A,WDR5
POLR2H,RARG
HIST1H4A,JUN
HIST1H4A,RARB
HIST1H4A,RARA
HIST1H4A,RARG
CNOT6,HIST1H4A
ASH2L,RBBP5
H3F3A,RBBP5
ASH2L,RBBP4
H3F3A,MAFB
HOXA1,POLR2H
HOXA1,POLR2G
CTCF,PKNOX1
HOXA1,POLR2F
HOXA1,POLR2E
CREBBP,KDM6A
HOXA1,POLR2L
HOXA1,POLR2K
HOXA1,POLR2J
HOXA1,POLR2I
EP300,POLR2L
ASH2L,PAXIP1
EED,RARG
EED,RARB
PAX6,PCGF2
EED,RARA
CNOT6,RXRA
HOXB1,PBX1
MAFB,POLR2A
MAFB,POLR2B
MAFB,POLR2C
PAX6,RARA
PAX6,RARB
NCOR1,RXRA
EP300,WDR5
MAFB,POLR2L
HOXB3,PKNOX1
HDAC3,RARG
MAFB,POLR2H
MAFB,POLR2I
MAFB,POLR2J
MAFB,POLR2K
MAFB,POLR2D
HDAC3,RARA
MAFB,POLR2E
ASH2L,CTCF
MAFB,POLR2F
MAFB,POLR2G
HIST1H3A,KDM6A
CTCF,NCOA3
EP300,PIAS2
POLR2G,YY1
NCOA6,SUZ12
EGR2,WDR5
HOXB3,RXRA
HIST1H4A,NCOA6
CTCF,NCOA6
HIST1H4A,NCOA3
HOXA1,PAXIP1
HIST1H3A,MEIS1
POLR2L,SUZ12
MEIS1,PIAS2
NCOA6,WDR5
PBX1,RXRA
ASH2L,EZH2
ASH2L,PBX1
H3F3A,NCOR1
HOXB1,PIAS2
HOXB3,RBBP5
HOXA1,SUZ12
PCGF2,WDR5
HIST1H3A,PAX6
JUN,NCOA6
POLR2A,WDR5
PIAS2,POLR2L
PIAS2,POLR2K
HIST1H4A,HOXB1
ASH2L,HOXB3
H3F3A,PAX6
HIST1H4A,HOXB3
NCOA6,PKNOX1
NCOA6,YY1
POLR2I,RARA
ASH2L,HOXB1
POLR2I,RARB
POLR2I,RARG
EP300,YY1
POLR2G,POLR2I
POLR2G,POLR2H
PAXIP1,RBBP5
H3F3A,RARA
POLR2G,POLR2K
POLR2G,POLR2J
H3F3A,RARB
PAXIP1,RBBP4
PBX1,RARG
PAXIP1,RBBP7
POLR2G,POLR2L
POLR2K,POLR2L
NCOR1,PAX6
PCGF2,SUZ12
HIST1H4A,PKNOX1
ASH2L,HOXA1
NCOR1,RARB
NCOR1,RARA
H3F3A,RARG
HIST1H4A,YY1
NCOR1,RARG
PIAS2,POLR2B
PIAS2,POLR2A
PIAS2,POLR2F
PIAS2,POLR2E
PIAS2,POLR2D
PIAS2,POLR2C
MAFB,RBBP5
PIAS2,POLR2J
PIAS2,POLR2I
PIAS2,POLR2H
PKNOX1,WDR5
PIAS2,POLR2G
PAXIP1,PKNOX1
H3F3A,ZNF335
EP300,ZNF335
CTCF,RXRA
HIST1H4A,PCGF2
RBBP5,WDR5
PBX1,POLR2L
PBX1,POLR2K
PBX1,POLR2J
PBX1,POLR2I
PBX1,POLR2H
HIST1H4A,HOXA1
PBX1,POLR2G
PBX1,POLR2F
EZH2,NCOA6
PBX1,POLR2E
PBX1,POLR2D
PBX1,POLR2C
HIST1H3A,ZNF335
PBX1,RARA
PBX1,POLR2B
EZH2,WDR5
PBX1,POLR2A
EZH2,NCOA3
HOXB1,MAFB
ASH2L,PCGF2
RARG,ZNF335
PAXIP1,YY1
CREBBP,NCOA6
H3F3A,KDM6A
CREBBP,NCOA3
EGR2,POLR2A
HIST1H4A,RXRA
ASH2L,NCOR1
EGR2,POLR2C
EGR2,POLR2B
EGR2,POLR2E
EGR2,POLR2D
EGR2,POLR2G
EGR2,POLR2F
EGR2,POLR2I
EGR2,POLR2H
CREBBP,POLR2A
EGR2,POLR2K
CREBBP,POLR2B
EGR2,POLR2J
CREBBP,POLR2C
CREBBP,POLR2D
EGR2,POLR2L
CREBBP,POLR2E
CREBBP,POLR2F
CREBBP,POLR2G
POLR2A,YY1
CREBBP,POLR2H
CREBBP,POLR2I
EED,HDAC3
CREBBP,POLR2J
CREBBP,POLR2K
CREBBP,POLR2L
POLR2B,RARG
POLR2G,RXRA
PAXIP1,PBX1
POLR2B,RARB
PBX1,PIAS2
POLR2B,RARA
HOXB1,RARG
HOXB3,PBX1
H3F3A,HIST1H3A
KDM6A,POLR2A
KDM6A,POLR2B
HOXB1,RARA
EED,POLR2F
EED,POLR2G
EED,POLR2D
EED,POLR2E
EED,POLR2B
EED,POLR2C
EED,POLR2A
POLR2D,ZNF335
RARB,WDR5
KDM6A,POLR2I
KDM6A,POLR2J
RBBP4,RBBP5
KDM6A,POLR2G
KDM6A,POLR2H
HOXB1,PAXIP1
